Ligand_id	Ligand_symbol	Ligand_location	Receptor_id	Receptor_symbol	Receptor.location	Type	KEGG.pathway	Pmubmed.ID	Other.DB	LRID
2561	GABRB2	Membrane	3350	HTR1A	Membrane	Cell adhesion		11854302		LR01178
257194	NEGR1	Membrane	257194	NEGR1	Membrane	Cell adhesion	hsa04514:Cell adhesion molecules (CAMs)	32589946		LR01179
51083	GAL	Secreted	2587	GALR1	Membrane	Cytokine-cytokine receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	11481429;9808667;9685625;8617199;7524088;10689365;9880084;11600206;9168941	HPMR;IUPHAR	LR01180
85569	GALP	Secreted	2587	GALR1	Membrane	Secreted protein to receptor interaction		10689365;23233848;15944009	HPMR;IUPHAR	LR01181
25878	MXRA5	Secreted	27036	SIGLEC7	Membrane	Secreted protein to receptor interaction		32822567		LR01182
25878	MXRA5	Secreted	27181	SIGLEC8	Membrane	Secreted protein to receptor interaction		32822567		LR01183
25878	MXRA5	Secreted	286676	ILDR1	Membrane	Secreted protein to receptor interaction		32822567		LR01184
25878	MXRA5	Secreted	29990	PILRB	Membrane	Secreted protein to receptor interaction		32822567		LR01185
25878	MXRA5	Secreted	29992	PILRA	Membrane	Secreted protein to receptor interaction		32822567		LR01186
25878	MXRA5	Secreted	80739	MPIG6B	Membrane	Secreted protein to receptor interaction		32822567		LR01187
374383	NCR3LG1	Membrane	259197	NCR3	Membrane	Cell adhesion		32822567		LR01188
25945	NECTIN3	Membrane	201633	TIGIT	Membrane	Cell adhesion	hsa04514:Cell adhesion molecules (CAMs)	30759143	CellphoneDB	LR01189
27180	SIGLEC9	Membrane	25960	ADGRA2	Membrane	Cell adhesion		32822567		LR01190
26045	LRRTM2	Membrane	100507436	MICA	Membrane	Cell adhesion		32822567		LR01191
26045	LRRTM2	Membrane	126014	OSCAR	Membrane	Cell adhesion		32822567		LR01192
26045	LRRTM2	Membrane	283659	PRTG	Membrane	Cell adhesion		32822567		LR01193
26045	LRRTM2	Membrane	57715	SEMA4G	Membrane	Cell adhesion		32822567		LR01194
26045	LRRTM2	Membrane	57722	IGDCC4	Membrane	Cell adhesion		32822567		LR01195
26045	LRRTM2	Membrane	79865	TREML2	Membrane	Cell adhesion		32822567		LR01196
26045	LRRTM2	Membrane	90249	UNC5A	Membrane	Cell adhesion		32822567		LR01197
79600	TCTN1	Membrane	26123	TCTN3	Membrane	Cell adhesion		21725307		LR01198
6469	SHH	Membrane	2619	GAS1	Membrane	Cell adhesion	hsa04340:Hedgehog signaling pathway	17848687;30613383		LR01199
2621	GAS6	Secreted	10461	MERTK	Membrane	Secreted protein to receptor interaction		9160883;27801848;8939948	HPMR;IUPHAR	LR01200
2621	GAS6	Secreted	7301	TYRO3	Membrane	Secreted protein to receptor interaction		27801848;8621659;8939948;7867073	HPMR;IUPHAR	LR01201
2641	GCG	Secreted	2642	GCGR	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction;hsa04922:Glucagon signaling pathway	4305077;12529935;8382034	HPMR;IUPHAR	LR01206
2641	GCG	Secreted	2740	GLP1R	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction;hsa04024:cAMP signaling pathway;hsa04911:Insulin secretion	7937318;11116211;15528268;8404634	HPMR;IUPHAR	LR01208
2641	GCG	Secreted	9340	GLP2R	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	9990065;11738243;24990862	HPMR;IUPHAR	LR01209
2778	GNAS	Membrane	2642	GCGR	Membrane	Cell adhesion		1908089		LR01210
265	AMELX	Secreted	3916	LAMP1	Membrane	Cytokine-cytokine receptor interaction		20382373		LR01211
266	AMELY	Secreted	3916	LAMP1	Membrane	Cytokine-cytokine receptor interaction		20382373		LR01212
2661	GDF9	Secreted	53826	FXYD6	Membrane	Cytokine-cytokine receptor interaction		16169070		LR01213
2661	GDF9	Secreted	7046	TGFBR1	Membrane	Cytokine-cytokine receptor interaction		27252362;14684852	HPMR	LR01214
2661	GDF9	Secreted	80228	ORAI2	Membrane	Cytokine-cytokine receptor interaction		16169070		LR01215
2668	GDNF	Membrane	2674	GFRA1	Membrane	Cell adhesion		11544105;14514671;8674117;9482105	HPMR	LR01216
2668	GDNF	Membrane	2675	GFRA2	Membrane	Cell adhesion		9182803;9407096	HPMR	LR01217
2668	GDNF	Membrane	5979	RET	Membrane	Cell adhesion		9182803;14514671;8674117;9482105	HPMR	LR01218
2821	GPI	Membrane	267	AMFR	Membrane	Cell adhesion		12527360;16563432	HPMR	LR01219
4684	NCAM1	Membrane	2674	GFRA1	Membrane	Cell adhesion		12837245		LR01220
4902	NRTN	Secreted	2674	GFRA1	Membrane	Secreted protein to receptor interaction		9182803;9407096	HPMR	LR01221
5623	PSPN	Secreted	2674	GFRA1	Membrane	Cytokine-cytokine receptor interaction		20350599		LR01222
5979	RET	Membrane	2674	GFRA1	Membrane	Cell adhesion		9883723		LR01223
9048	ARTN	Secreted	2674	GFRA1	Membrane	Secreted protein to receptor interaction		11544105;9883723;28937965		LR01224
4902	NRTN	Secreted	2675	GFRA2	Membrane	Secreted protein to receptor interaction		11544105;9182803;10829012	HPMR	LR01225
5979	RET	Membrane	2675	GFRA2	Membrane	Cell adhesion		9883723		LR01226
9048	ARTN	Secreted	2675	GFRA2	Membrane	Secreted protein to receptor interaction		9883723		LR01227
5979	RET	Membrane	2676	GFRA3	Membrane	Cell adhesion		9883723		LR01228
9048	ARTN	Secreted	2676	GFRA3	Membrane	Secreted protein to receptor interaction		11544105;9883723	HPMR	LR01229
114836	SLAMF6	Membrane	26762	HAVCR1	Membrane	Cell adhesion		32822567		LR01230
26762	HAVCR1	Membrane	124599	CD300LB	Membrane	Cell adhesion		20566714		LR01231
146722	CD300LF	Membrane	26762	HAVCR1	Membrane	Cell adhesion		32822567		LR01232
26762	HAVCR1	Membrane	26762	HAVCR1	Membrane	Cell adhesion		32822567		LR01233
26762	HAVCR1	Membrane	91937	TIMD4	Membrane	Cell adhesion		32822567		LR01234
2678	GGT1	Membrane	3732	CD82	Membrane	Cell adhesion		21428930		LR01235
268	AMH	Secreted	1956	EGFR	Membrane	Secreted protein to receptor interaction		8596488		LR01236
268	AMH	Secreted	64388	GREM2	Membrane	Secreted protein to receptor interaction		24614542		LR01237
268	AMH	Secreted	658	BMPR1B	Membrane	Secreted protein to receptor interaction	hsa04390:Hippo signaling pathway	11420127		LR01238
2688	GH1	Secreted	2690	GHR	Membrane	Secreted protein to receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04080:Neuroactive ligand-receptor interaction;hsa04151:PI3K-Akt signaling pathway;hsa04630:Jak-STAT signaling pathway;hsa04935:Growth hormone synthesis and secretion and action	7862673;10551877;31100495	HPMR;IUPHAR	LR01239
2688	GH1	Secreted	5618	PRLR	Membrane	Secreted protein to receptor interaction	hsa04151:PI3K-Akt signaling pathway;hsa04630:Jak-STAT signaling pathway	9556914;23192981;31100495		LR01240
2689	GH2	Secreted	2690	GHR	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04080:Neuroactive ligand-receptor interaction;hsa04151:PI3K-Akt signaling pathway;hsa04630:Jak-STAT signaling pathway;hsa04935:Growth hormone synthesis and secretion and action	1955498	IUPHAR	LR01241
3480	IGF1R	Membrane	2690	GHR	Membrane	Cell adhesion		31100495		LR01242
2691	GHRH	Secreted	2692	GHRHR	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction;hsa04935:Growth hormone synthesis and secretion and action	7680413;26917260;1333056	HPMR	LR01243
2691	GHRH	Secreted	2693	GHSR	Membrane	Secreted protein to receptor interaction		19088192		LR01244
2691	GHRH	Secreted	7433	VIPR1	Membrane	Secreted protein to receptor interaction		10655511;8791009	IUPHAR	LR01245
2691	GHRH	Secreted	7434	VIPR2	Membrane	Secreted protein to receptor interaction		10655511		LR01246
51738	GHRL	Secreted	2692	GHRHR	Membrane	Cytokine-cytokine receptor interaction		10461027		LR01247
116842	LEAP2	Secreted	2693	GHSR	Membrane	Cytokine-cytokine receptor interaction		29233536		LR01248
51738	GHRL	Secreted	2693	GHSR	Membrane	Cytokine-cytokine receptor interaction	hsa04080:Neuroactive ligand-receptor interaction;hsa04024:cAMP signaling pathway;hsa04935:Growth hormone synthesis and secretion and action	21402696;10604470;10628755;15905359;12907757;11314756;11227737	HPMR;IUPHAR	LR01249
2695	GIP	Secreted	2696	GIPR	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction;hsa04024:cAMP signaling pathway	8795084;12627975;15655707;7589426	HPMR;IUPHAR	LR01250
27036	SIGLEC7	Membrane	27036	SIGLEC7	Membrane	Cell adhesion		32822567		LR01251
27180	SIGLEC9	Membrane	27036	SIGLEC7	Membrane	Cell adhesion		32822567		LR01252
27036	SIGLEC7	Membrane	27181	SIGLEC8	Membrane	Cell adhesion		32822567		LR01253
27036	SIGLEC7	Membrane	57689	LRRC4C	Membrane	Cell adhesion		32822567		LR01254
27036	SIGLEC7	Membrane	89790	SIGLEC10	Membrane	Cell adhesion		32822567		LR01255
27036	SIGLEC7	Membrane	91653	BOC	Membrane	Cell adhesion		32822567		LR01256
27036	SIGLEC7	Membrane	91937	TIMD4	Membrane	Cell adhesion		32822567		LR01257
79600	TCTN1	Membrane	27077	B9D1	Membrane	Cell adhesion		21725307		LR01258
27121	DKK4	Secreted	79412	KREMEN2	Membrane	Secreted protein to receptor interaction		12527209		LR01259
27121	DKK4	Secreted	83999	KREMEN1	Membrane	Secreted protein to receptor interaction		29925589		LR01260
27123	DKK2	Secreted	79412	KREMEN2	Membrane	Secreted protein to receptor interaction		12527209		LR01261
27123	DKK2	Secreted	83999	KREMEN1	Membrane	Secreted protein to receptor interaction		12527209		LR01262
27134	TJP3	Membrane	50848	JAM1	Membrane	Cell adhesion		11689568		LR01263
27178	IL37	Secreted	59307	SIGIRR	Membrane	Cytokine-cytokine receptor interaction		25729923		LR01264
27181	SIGLEC8	Membrane	27180	SIGLEC9	Membrane	Cell adhesion		32822567		LR01265
27180	SIGLEC9	Membrane	284266	SIGLEC15	Membrane	Cell adhesion		32822567		LR01266
27180	SIGLEC9	Membrane	89790	SIGLEC10	Membrane	Cell adhesion		32822567		LR01267
27180	SIGLEC9	Membrane	91653	BOC	Membrane	Cell adhesion		32822567		LR01268
27181	SIGLEC8	Membrane	100049587	SIGLEC14	Membrane	Cell adhesion		32822567		LR01269
27181	SIGLEC8	Membrane	27181	SIGLEC8	Membrane	Cell adhesion		32822567		LR01270
27181	SIGLEC8	Membrane	89790	SIGLEC10	Membrane	Cell adhesion		32822567		LR01271
2719	GPC3	Secreted	3480	IGF1R	Membrane	Secreted protein to receptor interaction		18413366		LR01272
27190	IL17B	Secreted	55540	IL17RB	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction	10749887	HPMR	LR01273
80739	MPIG6B	Membrane	27242	TNFRSF21	Membrane	Cell adhesion		32822567		LR01274
6401	SELE	Membrane	2734	GLG1	Membrane	Cell adhesion		11404363	CellphoneDB	LR01275
2769	GNA15	Membrane	2912	GRM2	Membrane	Cell adhesion		8863838		LR01276
2769	GNA15	Membrane	2914	GRM4	Membrane	Cell adhesion		8863838		LR01277
2770	GNAI1	Membrane	3350	HTR1A	Membrane	Cell adhesion		8218170		LR01278
2771	GNAI2	Membrane	10076	PTPRU	Membrane	Cell adhesion		16298104		LR01279
2771	GNAI2	Membrane	23566	LPAR3	Membrane	Cell adhesion		10727522		LR01280
2771	GNAI2	Membrane	3350	HTR1A	Membrane	Cell adhesion		8218170		LR01281
3480	IGF1R	Membrane	2771	GNAI2	Membrane	Cell adhesion		11120746		LR01282
2771	GNAI2	Membrane	3577	CXCR1	Membrane	Cell adhesion		8903513;8662698		LR01283
2771	GNAI2	Membrane	3579	CXCR2	Membrane	Cell adhesion		8662698		LR01284
2771	GNAI2	Membrane	3973	LHCGR	Membrane	Cell adhesion		10493819		LR01285
2771	GNAI2	Membrane	4543	MTNR1A	Membrane	Cell adhesion		10598579;17215244		LR01286
2771	GNAI2	Membrane	4544	MTNR1B	Membrane	Cell adhesion		17215244		LR01287
2771	GNAI2	Membrane	4985	OPRD1	Membrane	Cell adhesion		1671672		LR01288
2771	GNAI2	Membrane	4988	OPRM1	Membrane	Cell adhesion		12068084		LR01289
2771	GNAI2	Membrane	64805	P2RY12	Membrane	Cell adhesion		8554519		LR01290
2771	GNAI2	Membrane	7253	TSHR	Membrane	Cell adhesion		8552586		LR01291
2773	GNAI3	Membrane	3350	HTR1A	Membrane	Cell adhesion		8218170		LR01292
2778	GNAS	Membrane	3362	HTR6	Membrane	Cell adhesion		11916537		LR01293
2778	GNAS	Membrane	3973	LHCGR	Membrane	Cell adhesion		10493819		LR01294
2778	GNAS	Membrane	5729	PTGDR	Membrane	Cell adhesion		12672054		LR01295
2778	GNAS	Membrane	5739	PTGIR	Membrane	Cell adhesion		12488443		LR01296
2778	GNAS	Membrane	7253	TSHR	Membrane	Cell adhesion		9525885		LR01297
2778	GNAS	Membrane	7433	VIPR1	Membrane	Cell adhesion		11812005		LR01298
2782	GNB1	Membrane	2917	GRM7	Membrane	Cell adhesion		10550060		LR01299
2784	GNB3	Membrane	7046	TGFBR1	Membrane	Cell adhesion		15761153		LR01300
2796	GNRH1	Secreted	2798	GNRHR	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction;hsa04912:GnRH signaling pathway	17452338;19640273;17095587;11726197;9414473;414473	HPMR;IUPHAR	LR01301
2797	GNRH2	Secreted	2798	GNRHR	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction;hsa04912:GnRH signaling pathway	17452338;17942747;19638591	IUPHAR	LR01302
2811	GP1BA	Membrane	6403	SELP	Membrane	Cell adhesion		19286885		LR01303
7057	THBS1	ECM	2811	GP1BA	Membrane	ECM-receptor interaction		19286885		LR01304
7450	VWF	Secreted	2811	GP1BA	Membrane	Secreted protein to receptor interaction	hsa04611:Platelet activation	19286885;6336654;12087105;12183630		LR01305
2812	GP1BB	Membrane	3684	ITGAM	Membrane	Cell adhesion		19286885		LR01306
2812	GP1BB	Membrane	3689	ITGB2	Membrane	Cell adhesion		19286885		LR01307
2812	GP1BB	Membrane	6403	SELP	Membrane	Cell adhesion		19286885		LR01308
7057	THBS1	ECM	2812	GP1BB	Membrane	ECM-receptor interaction		19286885		LR01309
7450	VWF	Secreted	2812	GP1BB	Membrane	Secreted protein to receptor interaction	hsa04611:Platelet activation	19286885		LR01310
2814	GP5	Membrane	3684	ITGAM	Membrane	Cell adhesion		19286885		LR01311
2814	GP5	Membrane	3689	ITGB2	Membrane	Cell adhesion		19286885		LR01312
2814	GP5	Membrane	6403	SELP	Membrane	Cell adhesion		19286885		LR01313
7057	THBS1	ECM	2814	GP5	Membrane	ECM-receptor interaction		19286885		LR01314
7450	VWF	Secreted	2814	GP5	Membrane	Secreted protein to receptor interaction	hsa04611:Platelet activation;hsa04512:ECM-receptor interaction	9268316		LR01315
2815	GP9	Membrane	3684	ITGAM	Membrane	Cell adhesion		19286885		LR01316
2815	GP9	Membrane	3689	ITGB2	Membrane	Cell adhesion		19286885		LR01317
2815	GP9	Membrane	6403	SELP	Membrane	Cell adhesion		19286885		LR01318
7057	THBS1	ECM	2815	GP9	Membrane	ECM-receptor interaction		19286885		LR01319
7450	VWF	Secreted	2815	GP9	Membrane	Secreted protein to receptor interaction	hsa04611:Platelet activation;hsa04512:ECM-receptor interaction	9268316		LR01320
6585	SLIT1	Secreted	2817	GPC1	Membrane	Cytokine-cytokine receptor interaction		10364234	HPMR	LR01321
7422	VEGFA	Secreted	2817	GPC1	Membrane	Cytokine-cytokine receptor interaction		10196157		LR01322
2817	GPC1	Membrane	80781	COL18A1	ECM	ECM-receptor interaction		11336704	HPMR	LR01323
9353	SLIT2	Secreted	2817	GPC1	Membrane	Cytokine-cytokine receptor interaction		11375980;10364234;29317497	HPMR	LR01324
5919	RARRES2	Secreted	2825	GPR1	Membrane	Secreted protein to receptor interaction		24671882;23396314;18165312	IUPHAR	LR01325
10563	CXCL13	Secreted	2826	CCR10	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	10706668		LR01326
10850	CCL27	Secreted	2826	CCR10	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction	12718728;10725697;11821900	DLRP;HPMR;IUPHAR;CellphoneDB	LR01327
56477	CCL28	Secreted	2826	CCR10	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	10975800;10781587	HPMR;IUPHAR	LR01328
6347	CCL2	Secreted	2826	CCR10	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	9364936;10706668		LR01329
6354	CCL7	Secreted	2826	CCR10	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	9364936		LR01330
6363	CCL19	Secreted	2826	CCR10	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	10706668		LR01331
6370	CCL25	Secreted	2826	CCR10	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	10706668		LR01332
2920	CXCL2	Secreted	2829	XCR1	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	10518929	HPMR	LR01333
6375	XCL1	Secreted	2829	XCR1	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	11446740;19556286;9632725	DLRP;HPMR;IUPHAR;CellphoneDB	LR01334
6846	XCL2	Secreted	2829	XCR1	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	19556286;9632725	DLRP;IUPHAR	LR01335
10563	CXCL13	Secreted	2833	CXCR3	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction	11554781		LR01336
3627	CXCL10	Secreted	2833	CXCR3	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	12884299;15761110;9064356;9660793;12571234;10233762	DLRP;HPMR;IUPHAR;CellphoneDB	LR01337
4283	CXCL9	Secreted	2833	CXCR3	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	12884299;12782716;15761110;9660793	DLRP;HPMR;IUPHAR;CellphoneDB	LR01338
5196	PF4	Secreted	2833	CXCR3	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	12782716	CellphoneDB	LR01339
6352	CCL5	Secreted	2833	CXCR3	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	9660793	IUPHAR	LR01341
6354	CCL7	Secreted	2833	CXCR3	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	9660793	IUPHAR	LR01342
6356	CCL11	Secreted	2833	CXCR3	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	9660793	DLRP;IUPHAR	LR01343
6357	CCL13	Secreted	2833	CXCR3	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	9660793	IUPHAR	LR01344
6363	CCL19	Secreted	2833	CXCR3	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	9660793	IUPHAR	LR01345
6364	CCL20	Secreted	2833	CXCR3	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	9660793	IUPHAR	LR01346
6366	CCL21	Secreted	2833	CXCR3	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	26888559	DLRP	LR01347
6373	CXCL11	Secreted	2833	CXCR3	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	9625760;12884299;15273303;15761110	DLRP;HPMR;IUPHAR;CellphoneDB	LR01348
6387	CXCL12	Secreted	2833	CXCR3	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	9660793	HPMR;IUPHAR	LR01349
4852	NPY	Secreted	2834	PRLHR	Membrane	Secreted protein to receptor interaction		15885496	IUPHAR	LR01350
51052	PRLH	Secreted	2834	PRLHR	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	10475064;11030716;9607765;12606605	HPMR;IUPHAR	LR01351
283659	PRTG	Membrane	100507436	MICA	Membrane	Cell adhesion		32822567		LR01352
10911	UTS2	Secreted	2837	UTS2R	Membrane	Cytokine-cytokine receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	10499587;15852036;11976263;15109617;12238917;10581185	HPMR;IUPHAR	LR01353
257313	UTS2B	Secreted	2837	UTS2R	Membrane	Secreted protein to receptor interaction		11015293;14550283;31556942	IUPHAR	LR01354
284	ANGPT1	Secreted	3678	ITGA5	Membrane	Secreted protein to receptor interaction		15781448		LR01355
284	ANGPT1	Secreted	7010	TEK	Membrane	Secreted protein to receptor interaction	hsa04010:MAPK signaling pathway;hsa04014:Ras signaling pathway;hsa04015:Rap1 signaling pathway;hsa04151:PI3K-Akt signaling pathway	8980223;12427764;20651738;28396397;8980224;9723709	DLRP;HPMR;IUPHAR	LR01356
284	ANGPT1	Secreted	7075	TIE1	Membrane	Secreted protein to receptor interaction		11172728	HPMR	LR01357
285313	IGSF10	Secreted	284021	MILR1	Membrane	Secreted protein to receptor interaction		32822567		LR01358
375704	ENHO	Secreted	2842	GPR19	Membrane	Secreted protein to receptor interaction		28476646		LR01359
284266	SIGLEC15	Membrane	100049587	SIGLEC14	Membrane	Cell adhesion		32822567		LR01360
284266	SIGLEC15	Membrane	284266	SIGLEC15	Membrane	Cell adhesion		32822567		LR01361
353514	LILRA5	Membrane	284359	IZUMO1	Membrane	Cell adhesion		32822567		LR01362
200879	LIPH	Membrane	2846	LPAR4	Membrane	Cell adhesion		12724320	HPMR	LR01363
5367	PMCH	Secreted	2847	MCHR1	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	10421368;11478907;11375253;11839762;10421367	HPMR;IUPHAR	LR01364
2849	GPR26	Membrane	3350	HTR1A	Membrane	Cell adhesion		11854302		LR01365
285	ANGPT2	Secreted	7010	TEK	Membrane	Secreted protein to receptor interaction	hsa04010:MAPK signaling pathway;hsa04014:Ras signaling pathway;hsa04015:Rap1 signaling pathway;hsa04151:PI3K-Akt signaling pathway	9723709;28396397;9204896;20651738	DLRP;HPMR	LR01366
285313	IGSF10	Secreted	344807	CD200R1L	Membrane	Secreted protein to receptor interaction		32822567		LR01367
5660	PSAP	Secreted	2861	GPR37	Membrane	Secreted protein to receptor interaction		23690594	HPMR;IUPHAR	LR01368
4295	MLN	Secreted	2862	MLNR	Membrane	Cytokine-cytokine receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	11461914;16531413;11259768;15677347;12054506;11781320;10381885	HPMR;IUPHAR	LR01369
51738	GHRL	Secreted	2862	MLNR	Membrane	Cytokine-cytokine receptor interaction		12606621		LR01370
51738	GHRL	Secreted	2863	GPR39	Membrane	Cytokine-cytokine receptor interaction		16284174	HPMR	LR01371
2896	GRN	Secreted	6272	SORT1	Membrane	Secreted protein to receptor interaction		29555433		LR01372
3603	IL16	Secreted	2905	GRIN2C	Membrane	Cytokine-cytokine receptor interaction		10479680		LR01373
3603	IL16	Secreted	2906	GRIN2D	Membrane	Cytokine-cytokine receptor interaction		10479680		LR01374
2911	GRM1	Membrane	2911	GRM1	Membrane	Cell adhesion		10349865;10945991		LR01375
29126	CD274	Membrane	259197	NCR3	Membrane	Cell adhesion		32822567		LR01376
29126	CD274	Membrane	80380	PDCD1LG2	Membrane	Cell adhesion		32822567		LR01377
2919	CXCL1	Secreted	3577	CXCR1	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	1379593;12964882;8702798	HPMR;IUPHAR;CellphoneDB	LR01378
2919	CXCL1	Secreted	3579	CXCR2	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	8940121;10188995;8550564;1379593;8702798;28389721	DLRP;IUPHAR;CellphoneDB	LR01379
2920	CXCL2	Secreted	3577	CXCR1	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	9260277;12964882	HPMR	LR01380
2920	CXCL2	Secreted	3579	CXCR2	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	9260277;8702798	DLRP;IUPHAR;CellphoneDB	LR01381
2921	CXCL3	Secreted	3577	CXCR1	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	12964882;8702798	HPMR	LR01382
2921	CXCL3	Secreted	3579	CXCR2	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	8702798	DLRP;IUPHAR;CellphoneDB	LR01383
2922	GRP	Secreted	2925	GRPR	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	10454496;19463875;7838118;1720612	HPMR;IUPHAR	LR01384
4828	NMB	Secreted	2925	GRPR	Membrane	Cytokine-cytokine receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	10454496;7838118;21729729;19463875;1720612	HPMR;IUPHAR	LR01385
2980	GUCA2A	Secreted	2984	GUCY2C	Membrane	Secreted protein to receptor interaction		10845107;10601865;22384056;11889121	HPMR	LR01386
2981	GUCA2B	Secreted	2984	GUCY2C	Membrane	Secreted protein to receptor interaction		10845107;22384056	HPMR	LR01387
2981	GUCA2B	Secreted	3000	GUCY2D	Membrane	Secreted protein to receptor interaction		9698373		LR01388
29990	PILRB	Membrane	286676	ILDR1	Membrane	Cell adhesion		32822567		LR01389
29992	PILRA	Membrane	51206	GP6	Membrane	Cell adhesion		32822567		LR01390
83953	FCAMR	Membrane	29992	PILRA	Membrane	Cell adhesion		32822567		LR01391
30008	EFEMP2	ECM	117144	CATSPER1	Membrane	ECM-receptor interaction		16189514		LR01392
30008	EFEMP2	ECM	57088	PLSCR4	Membrane	ECM-receptor interaction		16189514		LR01393
30008	EFEMP2	ECM	84894	LINGO1	Membrane	ECM-receptor interaction		16189514		LR01394
301	ANXA1	Membrane	1956	EGFR	Membrane	Cell adhesion		15581623		LR01397
301	ANXA1	Membrane	2357	FPR1	Membrane	Cell adhesion		23230437;10882119;12560218	HPMR;IUPHAR	LR01398
301	ANXA1	Membrane	2359	FPR3	Membrane	Cell adhesion		15187149	IUPHAR	LR01399
