Ligand_symbol,Receptor_symbol,interaction_name,pathway_name,interaction_name_2
CNTN5,TMEM81,CNTN5_TMEM81,,CNTN5 - TMEM81
FSTL5,CNTN5,FSTL5_CNTN5,,FSTL5 - CNTN5
POMC,MRAP,POMC_MRAP,,POMC - MRAP
TARM1,ROBO4,TARM1_ROBO4,,TARM1 - ROBO4
CADM4,SDK2,CADM4_SDK2,,CADM4 - SDK2
FSTL5,SDK2,FSTL5_SDK2,,FSTL5 - SDK2
RSPO1,RNF43,RSPO1_RNF43,,RSPO1 - RNF43
RSPO2,RNF43,RSPO2_RNF43,,RSPO2 - RNF43
RSPO4,RNF43,RSPO4_RNF43,,RSPO4 - RNF43
RSPO3,RNF43,RSPO3_RNF43,,RSPO3 - RNF43
TCTN1,MKS1,TCTN1_MKS1,,TCTN1 - MKS1
OXT,AVPR1A,OXT_AVPR1A,,OXT - AVPR1A
PPP2R2B,TGFBR2,PPP2R2B_TGFBR2,,PPP2R2B - TGFBR2
RSPO1,LGR4,RSPO1_LGR4,,RSPO1 - LGR4
RSPO2,LGR4,RSPO2_LGR4,,RSPO2 - LGR4
RSPO4,LGR4,RSPO4_LGR4,,RSPO4 - LGR4
RSPO3,LGR4,RSPO3_LGR4,,RSPO3 - LGR4
C1QTNF1,AVPR2,C1QTNF1_AVPR2,,C1QTNF1 - AVPR2
AXL,EGFR,AXL_EGFR,,AXL - EGFR
MXRA5,AXL,MXRA5_AXL,,MXRA5 - AXL
AXL,PILRB,AXL_PILRB,,AXL - PILRB
AXL,PILRA,AXL_PILRA,,AXL - PILRA
AXL,IL6R,AXL_IL6R,,AXL - IL6R
AXL,KIR3DL1,AXL_KIR3DL1,,AXL - KIR3DL1
PSG9,AXL,PSG9_AXL,,PSG9 - AXL
AXL,KIR2DL5A,AXL_KIR2DL5A,,AXL - KIR2DL5A
AXL,PTPRF,AXL_PTPRF,,AXL - PTPRF
AXL,ADAM17,AXL_ADAM17,,AXL - ADAM17
AXL,IL1RL1,AXL_IL1RL1,,AXL - IL1RL1
LRRC4,PRKCZ,LRRC4_PRKCZ,,LRRC4 - PRKCZ
PRLR,PRLR,PRLR_PRLR,,PRLR - PRLR
PSPN,RET,PSPN_RET,,PSPN - RET
PROC,PROCR,PROC_PROCR,,PROC - PROCR
PROC,THBD,PROC_THBD,,PROC - THBD
PARD3,JAM2,PARD3_JAM2,,PARD3 - JAM2
LRRC4,PARD3,LRRC4_PARD3,,LRRC4 - PARD3
PARD3,JAM3,PARD3_JAM3,,PARD3 - JAM3
RELN,VLDLR,RELN_VLDLR,,RELN - VLDLR
RELN,LRP8,RELN_LRP8,,RELN - LRP8
PSAP,CELSR1,PSAP_CELSR1,,PSAP - CELSR1
PSEN1,NCSTN,PSEN1_NCSTN,,PSEN1 - NCSTN
B2M,CD1A,B2M_CD1A,,B2M - CD1A
B2M,CD1B,B2M_CD1B,,B2M - CD1B
B2M,CD1C,B2M_CD1C,,B2M - CD1C
PSG5,TNFRSF12A,PSG5_TNFRSF12A,,PSG5 - TNFRSF12A
PSG7,CLEC4A,PSG7_CLEC4A,,PSG7 - CLEC4A
FSTL5,CEACAM19,FSTL5_CEACAM19,,FSTL5 - CEACAM19
KRTAP4-12,PLSCR4,KRTAP4-12_PLSCR4,,KRTAP4-12 - PLSCR4
VSTM2L,KIR2DL5A,VSTM2L_KIR2DL5A,,VSTM2L - KIR2DL5A
PTHLH,PTH2R,PTHLH_PTH2R,,PTHLH - PTH2R
TCTN1,CC2D2A,TCTN1_CC2D2A,,TCTN1 - CC2D2A
PTMA,VIPR1,PTMA_VIPR1,,PTMA - VIPR1
PRTG,ISLR2,PRTG_ISLR2,,PRTG - ISLR2
LRRN1,LRRC4C,LRRN1_LRRC4C,,LRRN1 - LRRC4C
LRRN1,UNC5A,LRRN1_UNC5A,,LRRN1 - UNC5A
PTN,PLXNB2,PTN_PLXNB2,,PTN - PLXNB2
PTN,PTPRS,PTN_PTPRS,,PTN - PTPRS
SIGLEC15,LRRC4C,SIGLEC15_LRRC4C,,SIGLEC15 - LRRC4C
WFIKKN2,IGDCC4,WFIKKN2_IGDCC4,,WFIKKN2 - IGDCC4
PTPN6,CD300LF,PTPN6_CD300LF,,PTPN6 - CD300LF
CADM1,PTPN13,CADM1_PTPN13,,CADM1 - PTPN13
CADM4,CADM3,CADM4_CADM3,,CADM4 - CADM3
SIGLEC1,PTPRC,SIGLEC1_PTPRC,,SIGLEC1 - PTPRC
PTPRD,IL1RAPL1,PTPRD_IL1RAPL1,,PTPRD - IL1RAPL1
PTPRD,LRFN5,PTPRD_LRFN5,,PTPRD - LRFN5
PTPRD,IL1RAPL2,PTPRD_IL1RAPL2,,PTPRD - IL1RAPL2
PTPRD,LRFN1,PTPRD_LRFN1,,PTPRD - LRFN1
PTPRD,LRFN4,PTPRD_LRFN4,,PTPRD - LRFN4
PTPRF,SIRPB1,PTPRF_SIRPB1,,PTPRF - SIRPB1
PTPRF,LRFN5,PTPRF_LRFN5,,PTPRF - LRFN5
PTPRF,LRFN1,PTPRF_LRFN1,,PTPRF - LRFN1
PTPRF,LRFN4,PTPRF_LRFN4,,PTPRF - LRFN4
CNTN4,PTPRG,CNTN4_PTPRG,,CNTN4 - PTPRG
CNTN6,PTPRG,CNTN6_PTPRG,,CNTN6 - PTPRG
CNTN5,PTPRG,CNTN5_PTPRG,,CNTN5 - PTPRG
DSCAML1,PTPRK,DSCAML1_PTPRK,,DSCAML1 - PTPRK
DSCAML1,PTPRM,DSCAML1_PTPRM,,DSCAML1 - PTPRM
PTPRS,IL1RAPL1,PTPRS_IL1RAPL1,,PTPRS - IL1RAPL1
PTPRS,LRFN5,PTPRS_LRFN5,,PTPRS - LRFN5
PTPRS,IL1RAPL2,PTPRS_IL1RAPL2,,PTPRS - IL1RAPL2
PTPRS,LRFN1,PTPRS_LRFN1,,PTPRS - LRFN1
PTPRS,LRFN4,PTPRS_LRFN4,,PTPRS - LRFN4
PVR,KIR2DL5A,PVR_KIR2DL5A,,PVR - KIR2DL5A
NECTIN2,PVR,NECTIN2_PVR,,NECTIN2 - PVR
VTN,PVR,VTN_PVR,,VTN - PVR
NECTIN1,NECTIN1,NECTIN1_NECTIN1,,NECTIN1 - NECTIN1
RARRES2,CCRL2,RARRES2_CCRL2,,RARRES2 - CCRL2
NTN4,UNC5A,NTN4_UNC5A,,NTN4 - UNC5A
RSPO1,LGR6,RSPO1_LGR6,,RSPO1 - LGR6
RSPO2,LGR6,RSPO2_LGR6,,RSPO2 - LGR6
RSPO4,LGR6,RSPO4_LGR6,,RSPO4 - LGR6
RSPO3,LGR6,RSPO3_LGR6,,RSPO3 - LGR6
RBP4,STRA6,RBP4_STRA6,,RBP4 - STRA6
REN,ATP6AP2,REN_ATP6AP2,,REN - ATP6AP2
RET,GFRA4,RET_GFRA4,,RET - GFRA4
ARTN,RET,ARTN_RET,,ARTN - RET
RLN2,RXFP2,RLN2_RXFP2,,RLN2 - RXFP2
RLN2,RXFP1,RLN2_RXFP1,,RLN2 - RXFP1
RNASE2,TLR2,RNASE2_TLR2,,RNASE2 - TLR2
SLIT1,ROBO1,SLIT1_ROBO1,,SLIT1 - ROBO1
MPIG6B,ROBO1,MPIG6B_ROBO1,,MPIG6B - ROBO1
SLIT2,ROBO1,SLIT2_ROBO1,,SLIT2 - ROBO1
SLIT1,ROBO2,SLIT1_ROBO2,,SLIT1 - ROBO2
SLIT3,ROBO2,SLIT3_ROBO2,,SLIT3 - ROBO2
OLFM2,ROBO2,OLFM2_ROBO2,,OLFM2 - ROBO2
SLIT2,ROBO2,SLIT2_ROBO2,,SLIT2 - ROBO2
WNT1,RYK,WNT1_RYK,,WNT1 - RYK
WNT3,RYK,WNT3_RYK,,WNT3 - RYK
WNT5A,RYK,WNT5A_RYK,,WNT5A - RYK
WNT3A,RYK,WNT3A_RYK,,WNT3A - RYK
BDNF,ERBB2,BDNF_ERBB2,,BDNF - ERBB2
BDNF,NGFR,BDNF_NGFR,,BDNF - NGFR
BDNF,SORT1,BDNF_SORT1,,BDNF - SORT1
SCN2B,CD200R1,SCN2B_CD200R1,,SCN2B - CD200R1
MXRA5,SCN2B,MXRA5_SCN2B,,MXRA5 - SCN2B
BGN,TLR2,BGN_TLR2,,BGN - TLR2
BGN,TLR4,BGN_TLR4,,BGN - TLR4
CEACAM8,CEACAM1,CEACAM8_CEACAM1,,CEACAM8 - CEACAM1
CEACAM1,CD209,CEACAM1_CD209,,CEACAM1 - CD209
CEACAM6,CEACAM1,CEACAM6_CEACAM1,,CEACAM6 - CEACAM1
PDCD1,CEACAM1,PDCD1_CEACAM1,,PDCD1 - CEACAM1
MFAP3L,CEACAM1,MFAP3L_CEACAM1,,MFAP3L - CEACAM1
CPAMD8,SCTR,CPAMD8_SCTR,,CPAMD8 - SCTR
VIP,SCTR,VIP_SCTR,,VIP - SCTR
CCL2,ACKR4,CCL2_ACKR4,,CCL2 - ACKR4
CCL5,GPR75,CCL5_GPR75,,CCL5 - GPR75
CCL5,ACKR4,CCL5_ACKR4,,CCL5 - ACKR4
CCL5,SDC1,CCL5_SDC1,,CCL5 - SDC1
CCL5,SDC4,CCL5_SDC4,,CCL5 - SDC4
CCL7,ACKR4,CCL7_ACKR4,,CCL7 - ACKR4
CCL11,ACKR4,CCL11_ACKR4,,CCL11 - ACKR4
CCL11,CCR2,CCL11_CCR2,,CCL11 - CCR2
CCL13,CCR2,CCL13_CCR2,,CCL13 - CCR2
BICD1,F2R,BICD1_F2R,,BICD1 - F2R
CCL16,HRH4,CCL16_HRH4,,CCL16 - HRH4
CCL16,CCR2,CCL16_CCR2,,CCL16 - CCR2
CCL19,CCRL2,CCL19_CCRL2,,CCL19 - CCRL2
CCL20,ACKR4,CCL20_ACKR4,,CCL20 - ACKR4
CCL24,CCR2,CCL24_CCR2,,CCL24 - CCR2
COL5A3,SDC1,COL5A3_SDC1,,COL5A3 - SDC1
SLIT1,SDC1,SLIT1_SDC1,,SLIT1 - SDC1
LACRT,SDC1,LACRT_SDC1,,LACRT - SDC1
SLIT2,SDC1,SLIT2_SDC1,,SLIT2 - SDC1
TGFB1,SDC2,TGFB1_SDC2,,TGFB1 - SDC2
TNFSF13,SDC2,TNFSF13_SDC2,,TNFSF13 - SDC2
TGM2,SDC4,TGM2_SDC4,,TGM2 - SDC4
SDC4,ADAM12,SDC4_ADAM12,,SDC4 - ADAM12
RSPO3,SDC4,RSPO3_SDC4,,RSPO3 - SDC4
PODXL2,SELL,PODXL2_SELL,,PODXL2 - SELL
CD24,SELP,CD24_SELP,,CD24 - SELP
SEMA3F,NRP1,SEMA3F_NRP1,,SEMA3F - NRP1
NTNG2,LRRC4,NTNG2_LRRC4,,NTNG2 - LRRC4
SFRP1,FZD6,SFRP1_FZD6,,SFRP1 - FZD6
SFTPD,SIRPA,SFTPD_SIRPA,,SFTPD - SIRPA
SHBG,SLC37A1,SHBG_SLC37A1,,SHBG - SLC37A1
SHH,CDON,SHH_CDON,,SHH - CDON
SHH,HHIP,SHH_HHIP,,SHH - HHIP
SHH,SMO,SHH_SMO,,SHH - SMO
SHH,BOC,SHH_BOC,,SHH - BOC
BMP2,HJV,BMP2_HJV,,BMP2 - HJV
BMP2,ENG,BMP2_ENG,,BMP2 - ENG
BMP2,GREM1,BMP2_GREM1,,BMP2 - GREM1
CNTN5,SLAMF1,CNTN5_SLAMF1,,CNTN5 - SLAMF1
BMP3,BMPR1A,BMP3_BMPR1A,,BMP3 - BMPR1A
BMP3,BMPR1B,BMP3_BMPR1B,,BMP3 - BMPR1B
BMP3,BMPR2,BMP3_BMPR2,,BMP3 - BMPR2
BMP4,GREM2,BMP4_GREM2,,BMP4 - GREM2
BMP7,ENG,BMP7_ENG,,BMP7 - ENG
SERPINA7,SLC16A2,SERPINA7_SLC16A2,,SERPINA7 - SLC16A2
BMPR1A,ENG,BMPR1A_ENG,,BMPR1A - ENG
GDF9,BMPR1A,GDF9_BMPR1A,,GDF9 - BMPR1A
BMP10,BMPR1A,BMP10_BMPR1A,,BMP10 - BMPR1A
BMPR1B,ENG,BMPR1B_ENG,,BMPR1B - ENG
GDF9,BMPR1B,GDF9_BMPR1B,,GDF9 - BMPR1B
BMP10,BMPR1B,BMP10_BMPR1B,,BMP10 - BMPR1B
SLIT3,ROBO4,SLIT3_ROBO4,,SLIT3 - ROBO4
GDF10,BMPR2,GDF10_BMPR2,,GDF10 - BMPR2
C4BPA,BMPR2,C4BPA_BMPR2,,C4BPA - BMPR2
MXRA5,SIGLEC1,MXRA5_SIGLEC1,,MXRA5 - SIGLEC1
HAVCR1,SIGLEC1,HAVCR1_SIGLEC1,,HAVCR1 - SIGLEC1
SPN,SIGLEC1,SPN_SIGLEC1,,SPN - SIGLEC1
SIGLEC5,SIGLEC1,SIGLEC5_SIGLEC1,,SIGLEC5 - SIGLEC1
CRLF1,SORL1,CRLF1_SORL1,,CRLF1 - SORL1
SPINK1,NRSN1,SPINK1_NRSN1,,SPINK1 - NRSN1
SPINT1,ST14,SPINT1_ST14,,SPINT1 - ST14
BPI,SLAMF9,BPI_SLAMF9,,BPI - SLAMF9
TXLNA,STX1A,TXLNA_STX1A,,TXLNA - STX1A
TXLNA,STX3,TXLNA_STX3,,TXLNA - STX3
TXLNA,STX4,TXLNA_STX4,,TXLNA - STX4
BSG,SELE,BSG_SELE,,BSG - SELE
BST2,LILRA4,BST2_LILRA4,,BST2 - LILRA4
BTC,ERBB3,BTC_ERBB3,,BTC - ERBB3
TAC1,TACR3,TAC1_TACR3,,TAC1 - TACR3
TAC4,TACR2,TAC4_TACR2,,TAC4 - TACR2
TAC3,TACR2,TAC3_TACR2,,TAC3 - TACR2
TAC3,TACR1,TAC3_TACR1,,TAC3 - TACR1
TGFA,ADAM17,TGFA_ADAM17,,TGFA - ADAM17
TIMP3,ADAM17,TIMP3_ADAM17,,TIMP3 - ADAM17
TAC4,TACR3,TAC4_TACR3,,TAC4 - TACR3
IGKV1-16,CNTN2,IGKV1-16_CNTN2,,IGKV1-16 - CNTN2
GNA13,TBXA2R,GNA13_TBXA2R,,GNA13 - TBXA2R
BTK,EPOR,BTK_EPOR,,BTK - EPOR
BTK,JAK2,BTK_JAK2,,BTK - JAK2
BTK,TNFRSF10A,BTK_TNFRSF10A,,BTK - TNFRSF10A
BTN1A1,JAML,BTN1A1_JAML,,BTN1A1 - JAML
BTN1A1,NEGR1,BTN1A1_NEGR1,,BTN1A1 - NEGR1
BTN1A1,TARM1,BTN1A1_TARM1,,BTN1A1 - TARM1
TRBV20OR9-2,CXCR4,TRBV20OR9-2_CXCR4,,TRBV20OR9-2 - CXCR4
TDGF1,ACVR1C,TDGF1_ACVR1C,,TDGF1 - ACVR1C
ANGPT4,TEK,ANGPT4_TEK,,ANGPT4 - TEK
TIE1,TEK,TIE1_TEK,,TIE1 - TEK
ANGPTL1,TEK,ANGPTL1_TEK,,ANGPTL1 - TEK
TF,TFR2,TF_TFR2,,TF - TFR2
TF,TFRC,TF_TFRC,,TF - TFRC
TFPI,VLDLR,TFPI_VLDLR,,TFPI - VLDLR
TGFA,CNIH1,TGFA_CNIH1,,TGFA - CNIH1
TGFA,NKD2,TGFA_NKD2,,TGFA - NKD2
TGFB1,TGFBR3,TGFB1_TGFBR3,,TGFB1 - TGFBR3
TGFB2,TGFBR3,TGFB2_TGFBR3,,TGFB2 - TGFBR3
TGFB3,TGFBR3,TGFB3_TGFBR3,,TGFB3 - TGFBR3
OCLN,TGFBR1,OCLN_TGFBR1,,OCLN - TGFBR1
TGFBR1,TGFBR2,TGFBR1_TGFBR2,,TGFBR1 - TGFBR2
BMP15,TGFBR1,BMP15_TGFBR1,,BMP15 - TGFBR1
OCLN,TGFBR2,OCLN_TGFBR2,,OCLN - TGFBR2
TGM2,ADGRG1,TGM2_ADGRG1,,TGM2 - ADGRG1
CD98,THBS1,CD98_THBS1,,CD98 - THBS1
OCLN,TJP1,OCLN_TJP1,,OCLN - TJP1
TJP1,JAM1,TJP1_JAM1,,TJP1 - JAM1
TJP1,JAM2,TJP1_JAM2,,TJP1 - JAM2
TJP1,CLDN5,TJP1_CLDN5,,TJP1 - CLDN5
TJP1,JAM3,TJP1_JAM3,,TJP1 - JAM3
TJP1,CLDN8,TJP1_CLDN8,,TJP1 - CLDN8
TJP1,CLDN6,TJP1_CLDN6,,TJP1 - CLDN6
TJP1,CLDN2,TJP1_CLDN2,,TJP1 - CLDN2
TJP1,CLDN1,TJP1_CLDN1,,TJP1 - CLDN1
ICAM5,MICA,ICAM5_MICA,,ICAM5 - MICA
ICAM5,PRTG,ICAM5_PRTG,,ICAM5 - PRTG
ICAM5,IGDCC4,ICAM5_IGDCC4,,ICAM5 - IGDCC4
ICAM5,ICAM5,ICAM5_ICAM5,,ICAM5 - ICAM5
SFTPA1,TLR2,SFTPA1_TLR2,,SFTPA1 - TLR2
ZG16B,TLR4,ZG16B_TLR4,,ZG16B - TLR4
SERPING1,LRP1,SERPING1_LRP1,,SERPING1 - LRP1
SERPING1,SELE,SERPING1_SELE,,SERPING1 - SELE
SERPING1,SELP,SERPING1_SELP,,SERPING1 - SELP
ZG16B,TLR5,ZG16B_TLR5,,ZG16B - TLR5
C1QA,CR1,C1QA_CR1,,C1QA - CR1
C1QA,CSPG4,C1QA_CSPG4,,C1QA - CSPG4
C1QA,CD93,C1QA_CD93,,C1QA - CD93
TJP3,CLDN5,TJP3_CLDN5,,TJP3 - CLDN5
MPDZ,CLDN5,MPDZ_CLDN5,,MPDZ - CLDN5
TJP2,CLDN5,TJP2_CLDN5,,TJP2 - CLDN5
TNF,TNFRSF21,TNF_TNFRSF21,,TNF - TNFRSF21
TNF,TRAF2,TNF_TRAF2,,TNF - TRAF2
MBL2,C1QB,MBL2_C1QB,,MBL2 - C1QB
TNFSF13,TNFRSF1A,TNFSF13_TNFRSF1A,,TNFSF13 - TNFRSF1A
C3,CR1,C3_CR1,,C3 - CR1
C3,LRP1,C3_LRP1,,C3 - LRP1
C3,CD46,C3_CD46,,C3 - CD46
C3,CD19,C3_CD19,,C3 - CD19
CD134L,TRAF2,CD134L_TRAF2,,CD134L - TRAF2
TNFSF9,TRAF2,TNFSF9_TRAF2,,TNFSF9 - TRAF2
C4A,CR1,C4A_CR1,,C4A - CR1
C4B,CR1,C4B_CR1,,C4B - CR1
C4B,CD46,C4B_CD46,,C4B - CD46
C4BPA,LRP1,C4BPA_LRP1,,C4BPA - LRP1
C4BPA,CD40,C4BPA_CD40,,C4BPA - CD40
GPHA2,TSHR,GPHA2_TSHR,,GPHA2 - TSHR
CD134L,TNFRSF4,CD134L_TNFRSF4,,CD134L - TNFRSF4
TYK2,IL23R,TYK2_IL23R,,TYK2 - IL23R
TYRO3,LILRB5,TYRO3_LILRB5,,TYRO3 - LILRB5
TYRO3,UNC5D,TYRO3_UNC5D,,TYRO3 - UNC5D
CD300LF,TYRO3,CD300LF_TYRO3,,CD300LF - TYRO3
TYRO3,HAVCR1,TYRO3_HAVCR1,,TYRO3 - HAVCR1
TYROBP,TREM1,TYROBP_TREM1,,TYROBP - TREM1
SCGB1A1,LMBR1L,SCGB1A1_LMBR1L,,SCGB1A1 - LMBR1L
VCAM1,EZR,VCAM1_EZR,,VCAM1 - EZR
VTN,VCAM1,VTN_VCAM1,,VTN - VCAM1
VEGFA,NRP2,VEGFA_NRP2,,VEGFA - NRP2
VEGFA,NRP1,VEGFA_NRP1,,VEGFA - NRP1
VEGFB,NRP1,VEGFB_NRP1,,VEGFB - NRP1
VEGFC,VIPR2,VEGFC_VIPR2,,VEGFC - VIPR2
VEGFC,NRP2,VEGFC_NRP2,,VEGFC - NRP2
PCSK9,VLDLR,PCSK9_VLDLR,,PCSK9 - VLDLR
WNT5A,CTHRC1,WNT5A_CTHRC1,,WNT5A - CTHRC1
WNT7A,ADGRA2,WNT7A_ADGRA2,,WNT7A - ADGRA2
WNT7B,ADGRA2,WNT7B_ADGRA2,,WNT7B - ADGRA2
WNT11,CTHRC1,WNT11_CTHRC1,,WNT11 - CTHRC1
ZP3,MERTK,ZP3_MERTK,,ZP3 - MERTK
COL1A1,DDR1,COL1A1_DDR1,,COL1A1 - DDR1
COL1A2,DDR1,COL1A2_DDR1,,COL1A2 - DDR1
COL2A1,DDR1,COL2A1_DDR1,,COL2A1 - DDR1
COL3A1,DDR1,COL3A1_DDR1,,COL3A1 - DDR1
COL4A1,DDR1,COL4A1_DDR1,,COL4A1 - DDR1
COL4A2,DDR1,COL4A2_DDR1,,COL4A2 - DDR1
COL4A3,DDR1,COL4A3_DDR1,,COL4A3 - DDR1
COL4A4,DDR1,COL4A4_DDR1,,COL4A4 - DDR1
COL4A5,DDR1,COL4A5_DDR1,,COL4A5 - DDR1
COL4A6,DDR1,COL4A6_DDR1,,COL4A6 - DDR1
COL5A1,DDR1,COL5A1_DDR1,,COL5A1 - DDR1
COL5A2,DDR1,COL5A2_DDR1,,COL5A2 - DDR1
COL8A1,DDR1,COL8A1_DDR1,,COL8A1 - DDR1
COL8A2,DDR1,COL8A2_DDR1,,COL8A2 - DDR1
MMP2,DDR1,MMP2_DDR1,,MMP2 - DDR1
MMP9,DDR1,MMP9_DDR1,,MMP9 - DDR1
MMP14,DDR1,MMP14_DDR1,,MMP14 - DDR1
MMP15,DDR1,MMP15_DDR1,,MMP15 - DDR1
MMP16,DDR1,MMP16_DDR1,,MMP16 - DDR1
DDR2,DDR1,DDR2_DDR1,,DDR2 - DDR1
COL5A3,DDR1,COL5A3_DDR1,,COL5A3 - DDR1
TIMP3,DDR1,TIMP3_DDR1,,TIMP3 - DDR1
NCSTN,LRP8,NCSTN_LRP8,,NCSTN - LRP8
PCSK9,LRP8,PCSK9_LRP8,,PCSK9 - LRP8
IL1R2,TNFSF13B,IL1R2_TNFSF13B,,IL1R2 - TNFSF13B
ACKR3,CXCR4,ACKR3_CXCR4,,ACKR3 - CXCR4
CCR2,CXCR4,CCR2_CXCR4,,CCR2 - CXCR4
CTHRC1,FZD5,CTHRC1_FZD5,,CTHRC1 - FZD5
CEACAM21,LILRA6,CEACAM21_LILRA6,,CEACAM21 - LILRA6
BOC,LILRA6,BOC_LILRA6,,BOC - LILRA6
CALCA,RAMP2,CALCA_RAMP2,,CALCA - RAMP2
CALCA,RAMP1,CALCA_RAMP1,,CALCA - RAMP1
CALCA,RAMP3,CALCA_RAMP3,,CALCA - RAMP3
CALCA,ACKR3,CALCA_ACKR3,,CALCA - ACKR3
CALCA,DCLK3,CALCA_DCLK3,,CALCA - DCLK3
TCTN1,TCTN2,TCTN1_TCTN2,,TCTN1 - TCTN2
TCTN1,CEP290,TCTN1_CEP290,,TCTN1 - CEP290
TCTN1,TMEM67,TCTN1_TMEM67,,TCTN1 - TMEM67
VTCN1,BTLA,VTCN1_BTLA,,VTCN1 - BTLA
CTHRC1,FZD3,CTHRC1_FZD3,,CTHRC1 - FZD3
TREML2,ADGRF5,TREML2_ADGRF5,,TREML2 - ADGRF5
ADM2,DCLK3,ADM2_DCLK3,,ADM2 - DCLK3
SEMA6D,PLXNA4,SEMA6D_PLXNA4,,SEMA6D - PLXNA4
BTLA,CD276,BTLA_CD276,,BTLA - CD276
NCR3,CD276,NCR3_CD276,,NCR3 - CD276
MPIG6B,OSCAR,MPIG6B_OSCAR,,MPIG6B - OSCAR
MPIG6B,UNC5D,MPIG6B_UNC5D,,MPIG6B - UNC5D
MPIG6B,UNC5A,MPIG6B_UNC5A,,MPIG6B - UNC5A
MPIG6B,BOC,MPIG6B_BOC,,MPIG6B - BOC
CALR,LRP1,CALR_LRP1,,CALR - LRP1
MBL2,CALR,MBL2_CALR,,MBL2 - CALR
CALR,MPL,CALR_MPL,,CALR - MPL
MTNR1A,CALR,MTNR1A_CALR,,MTNR1A - CALR
TSHR,CALR,TSHR_CALR,,TSHR - CALR
CALR,SCARF1,CALR_SCARF1,,CALR - SCARF1
NECTIN4,NECTIN4,NECTIN4_NECTIN4,,NECTIN4 - NECTIN4
CAMP,FPR2,CAMP_FPR2,,CAMP - FPR2
CAMP,P2RX7,CAMP_P2RX7,,CAMP - P2RX7
CTHRC1,FZD6,CTHRC1_FZD6,,CTHRC1 - FZD6
RSPO3,FZD8,RSPO3_FZD8,,RSPO3 - FZD8
C1QTNF5,MFRP,C1QTNF5_MFRP,,C1QTNF5 - MFRP
KRTAP4-12,CATSPER1,KRTAP4-12_CATSPER1,,KRTAP4-12 - CATSPER1
KRTAP4-12,LINGO1,KRTAP4-12_LINGO1,,KRTAP4-12 - LINGO1
OBP2A,OR1G1,OBP2A_OR1G1,,OBP2A - OR1G1
PLA2G10,PLA2R1,PLA2G10_PLA2R1,,PLA2G10 - PLA2R1
CASP8,FADD,CASP8_FADD,,CASP8 - FADD
RSPO1,ZNRF3,RSPO1_ZNRF3,,RSPO1 - ZNRF3
RSPO2,ZNRF3,RSPO2_ZNRF3,,RSPO2 - ZNRF3
RSPO4,ZNRF3,RSPO4_ZNRF3,,RSPO4 - ZNRF3
RSPO3,ZNRF3,RSPO3_ZNRF3,,RSPO3 - ZNRF3
NR0B2,FGFRL1,NR0B2_FGFRL1,,NR0B2 - FGFRL1
FLNA,CASR,FLNA_CASR,,FLNA - CASR
LNX1,CASR,LNX1_CASR,,LNX1 - CASR
LNX1,IGSF5,LNX1_IGSF5,,LNX1 - IGSF5
GALP,GALR3,GALP_GALR3,,GALP - GALR3
RTN4R,CNTNAP1,RTN4R_CNTNAP1,,RTN4R - CNTNAP1
NPNT,ITGA8,NPNT_ITGA8,,NPNT - ITGA8
RSPO1,LGR5,RSPO1_LGR5,,RSPO1 - LGR5
RSPO2,LGR5,RSPO2_LGR5,,RSPO2 - LGR5
RSPO4,LGR5,RSPO4_LGR5,,RSPO4 - LGR5
RSPO3,LGR5,RSPO3_LGR5,,RSPO3 - LGR5
CAV1,DPP4,CAV1_DPP4,,CAV1 - DPP4
CAV1,EPHA2,CAV1_EPHA2,,CAV1 - EPHA2
ESR1,CAV1,ESR1_CAV1,,ESR1 - CAV1
GNAI2,CAV1,GNAI2_CAV1,,GNAI2 - CAV1
CAV1,PDGFRB,CAV1_PDGFRB,,CAV1 - PDGFRB
NTN1,UNC5C,NTN1_UNC5C,,NTN1 - UNC5C
FAT4,DCHS1,FAT4_DCHS1,,FAT4 - DCHS1
PIK3R1,CBL,PIK3R1_CBL,,PIK3R1 - CBL
SCGB3A1,MARCO,SCGB3A1_MARCO,,SCGB3A1 - MARCO
TNFSF12,TNFRSF25,TNFSF12_TNFRSF25,,TNFSF12 - TNFRSF25
TNFSF14,TNFRSF6B,TNFSF14_TNFRSF6B,,TNFSF14 - TNFRSF6B
TNFSF13,TNFRSF14,TNFSF13_TNFRSF14,,TNFSF13 - TNFRSF14
TNFSF10,TNFRSF10D,TNFSF10_TNFRSF10D,,TNFSF10 - TNFRSF10D
TNFSF10,TNFRSF10C,TNFSF10_TNFRSF10C,,TNFSF10 - TNFRSF10C
CD160,TNFRSF14,CD160_TNFRSF14,,CD160 - TNFRSF14
TNFRSF6B,SIGLEC10,TNFRSF6B_SIGLEC10,,TNFRSF6B - SIGLEC10
TNFSF15,TNFRSF6B,TNFSF15_TNFRSF6B,,TNFSF15 - TNFRSF6B
MPDZ,JAM1,MPDZ_JAM1,,MPDZ - JAM1
MPDZ,CLDN8,MPDZ_CLDN8,,MPDZ - CLDN8
MPDZ,CLDN1,MPDZ_CLDN1,,MPDZ - CLDN1
SIGLEC5,SIGLEC14,SIGLEC5_SIGLEC14,,SIGLEC5 - SIGLEC14
CD300LB,SIGLEC5,CD300LB_SIGLEC5,,CD300LB - SIGLEC5
CD300LF,SIGLEC5,CD300LF_SIGLEC5,,CD300LF - SIGLEC5
NCOR1,DLK1,NCOR1_DLK1,,NCOR1 - DLK1
