Ligand_id	Ligand_symbol	Ligand_location	Receptor_id	Receptor_symbol	Receptor.location	Type	KEGG.pathway	Pmubmed.ID	Other.DB	LRID
15945	Cxcl10	Secreted	12766	Cxcr3	Membrane	Cytokine-cytokine receptor interaction	mmu04060:Cytokine-cytokine receptor interaction;mmu04061:Viral protein interaction with cytokine and cytokine receptor;mmu04062:Chemokine signaling pathway	12571234;9064356;15761110;12884299;9660793;10233762	DLRP;HPMR;IUPHAR;CellphoneDB	LR05008
17329	Cxcl9	Secreted	12766	Cxcr3	Membrane	Cytokine-cytokine receptor interaction	mmu04060:Cytokine-cytokine receptor interaction;mmu04061:Viral protein interaction with cytokine and cytokine receptor;mmu04062:Chemokine signaling pathway	15761110;12884299;9660793;12782716	DLRP;HPMR;IUPHAR;CellphoneDB	LR05009
20304	Ccl5	Secreted	12766	Cxcr3	Membrane	Cytokine-cytokine receptor interaction	mmu04062:Chemokine signaling pathway	9660793	IUPHAR	LR05010
20306	Ccl7	Secreted	12766	Cxcr3	Membrane	Cytokine-cytokine receptor interaction	mmu04062:Chemokine signaling pathway	9660793	IUPHAR	LR05011
20292	Ccl11	Secreted	12766	Cxcr3	Membrane	Cytokine-cytokine receptor interaction	mmu04062:Chemokine signaling pathway	9660793	DLRP;IUPHAR	LR05012
20297	Ccl20	Secreted	12766	Cxcr3	Membrane	Cytokine-cytokine receptor interaction	mmu04062:Chemokine signaling pathway	9660793	IUPHAR	LR05013
100042493	Ccl21b	Secreted	12766	Cxcr3	Membrane	Cytokine-cytokine receptor interaction	mmu04062:Chemokine signaling pathway	26888559	DLRP	LR05014
20315	Cxcl12	Secreted	12766	Cxcr3	Membrane	Cytokine-cytokine receptor interaction	mmu04062:Chemokine signaling pathway	9660793	IUPHAR;HPMR	LR05015
109648	Npy	Secreted	226278	Prlhr	Membrane	Cytokine-cytokine receptor interaction		15885496	IUPHAR	LR05016
623503	Prlh	Secreted	226278	Prlhr	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	12606605;9607765;10475064;11030716	IUPHAR;HPMR	LR05017
235472	Prtg	Membrane	266815	Mill1	Membrane	Cell adhesion		32822567		LR05018
11600	Angpt1	Secreted	16402	Itga5	Membrane	Secreted protein to receptor interaction		15781448		LR05019
11600	Angpt1	Secreted	21687	Tek	Membrane	Secreted protein to receptor interaction	mmu04010:MAPK signaling pathway;mmu04014:Ras signaling pathway;mmu04015:Rap1 signaling pathway;mmu04151:PI3K-Akt signaling pathway	9723709;12427764;28396397;8980223;20651738;8980224	DLRP;HPMR;IUPHAR	LR05020
11600	Angpt1	Secreted	21846	Tie1	Membrane	Secreted protein to receptor interaction		11172728	HPMR	LR05021
242050	Igsf10	Secreted	380732	Milr1	Membrane	Secreted protein to receptor interaction		32822567		LR05022
69638	Enho	Secreted	14760	Gpr19	Membrane	Secreted protein to receptor interaction		28476646		LR05023
620235	Siglec15	Membrane	620235	Siglec15	Membrane	Cell adhesion		32822567		LR05024
18726	Lilra6	Membrane	73456	Izumo1	Membrane	Cell adhesion		32822567		LR05025
239759	Liph	Membrane	78134	Lpar4	Membrane	Cell adhesion		12724320	HPMR	LR05026
110312	Pmch	Secreted	207911	Mchr1	Membrane	Cytokine-cytokine receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	11375253;10421368;11839762;10421367;11478907	IUPHAR;HPMR	LR05027
233919	Gpr26	Membrane	15550	Htr1a	Membrane	Cell adhesion		11854302		LR05028
11601	Angpt2	Secreted	21687	Tek	Membrane	Secreted protein to receptor interaction	mmu04010:MAPK signaling pathway;mmu04014:Ras signaling pathway;mmu04015:Rap1 signaling pathway;mmu04151:PI3K-Akt signaling pathway	9204896;28396397;9723709;20651738	DLRP;HPMR	LR05029
242050	Igsf10	Secreted	57781	Cd200r1	Membrane	Secreted protein to receptor interaction		32822567		LR05030
19156	Psap	Secreted	14763	Gpr37	Membrane	Secreted protein to receptor interaction		23690594	IUPHAR;HPMR	LR05031
58991	Ghrl	Secreted	71111	Gpr39	Membrane	Cytokine-cytokine receptor interaction		16284174	HPMR	LR05032
14824	Grn	Secreted	20661	Sort1	Membrane	Secreted protein to receptor interaction		29555433		LR05033
16170	Il16	Secreted	14813	Grin2c	Membrane	Cytokine-cytokine receptor interaction		10479680		LR05034
16170	Il16	Secreted	14814	Grin2d	Membrane	Cytokine-cytokine receptor interaction		10479680		LR05035
14816	Grm1	Membrane	14816	Grm1	Membrane	Cell adhesion		10945991;10349865		LR05036
60533	Cd274	Membrane	58205	Pdcd1lg2	Membrane	Cell adhesion		32822567		LR05037
225642	Grp	Secreted	14829	Grpr	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	7838118;19463875;10454496;1720612	IUPHAR;HPMR	LR05038
68039	Nmb	Secreted	14829	Grpr	Membrane	Cytokine-cytokine receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	19463875;21729729;7838118;1720612;10454496	IUPHAR;HPMR	LR05039
14915	Guca2a	Secreted	14917	Gucy2c	Membrane	Secreted protein to receptor interaction		10845107;22384056;10601865;11889121	HPMR	LR05040
14916	Guca2b	Secreted	14917	Gucy2c	Membrane	Secreted protein to receptor interaction		10845107;22384056	HPMR	LR05041
14916	Guca2b	Secreted	14919	Gucy2e	Membrane	Cytokine-cytokine receptor interaction		9698373		LR05042
58859	Efemp2	ECM	225865	Catsper1	Membrane	ECM-receptor interaction		16189514		LR05043
58859	Efemp2	ECM	235527	Plscr4	Membrane	ECM-receptor interaction		16189514		LR05044
58859	Efemp2	ECM	235402	Lingo1	Membrane	ECM-receptor interaction		16189514		LR05045
16952	Anxa1	Membrane	13649	Egfr	Membrane	Cell adhesion		15581623		LR05048
16952	Anxa1	Membrane	14293	Fpr1	Membrane	Cell adhesion		12560218;10882119;23230437	IUPHAR;HPMR	LR05049
16952	Anxa1	Membrane	14291	Fpr-rs4	Membrane	Cell adhesion		15187149	IUPHAR	LR05050
16952	Anxa1	Membrane	26903	Dysf	Membrane	Cell adhesion		14506282		LR05051
12306	Anxa2	Membrane	13649	Egfr	Membrane	Cell adhesion		26438086		LR05052
16854	Lgals3	Secreted	12306	Anxa2	Membrane	Secreted protein to receptor interaction		26438086		LR05053
12306	Anxa2	Membrane	26903	Dysf	Membrane	Cell adhesion		14506282		LR05054
15117	Has2	Membrane	15366	Hmmr	Membrane	Cell adhesion		1376732	HPMR	LR05055
15171	Hcrt	Secreted	104443	Npffr2	Membrane	Cytokine-cytokine receptor interaction		12609745		LR05056
15171	Hcrt	Secreted	230777	Hcrtr1	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	14691055;12606634;9491897;12208495;21362456;12702704;18599270;11266181;10498827;11162621;11250867;11403934	IUPHAR;HPMR	LR05057
15171	Hcrt	Secreted	387285	Hcrtr2	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	9491897;12702704;12208495;18599270;11162621	IUPHAR;HPMR	LR05058
15186	Hdc	Secreted	99296	Hrh3	Membrane	Cytokine-cytokine receptor interaction		1768863	HPMR	LR05059
15186	Hdc	Secreted	15465	Hrh1	Membrane	Cytokine-cytokine receptor interaction		1768863	HPMR	LR05060
15186	Hdc	Secreted	15466	Hrh2	Membrane	Cytokine-cytokine receptor interaction		1768863	HPMR	LR05061
15186	Hdc	Secreted	225192	Hrh4	Membrane	Cytokine-cytokine receptor interaction		1768863	HPMR	LR05062
15234	Hgf	Secreted	17295	Met	Membrane	Cytokine-cytokine receptor interaction	mmu01521:EGFR tyrosine kinase inhibitor resistance	15167892;1655405;28475121;1846706;18495663	DLRP;HPMR;IUPHAR	LR05063
15234	Hgf	Secreted	20969	Sdc1	Membrane	Cytokine-cytokine receptor interaction		11830493		LR05064
15234	Hgf	Secreted	15529	Sdc2	Membrane	Cytokine-cytokine receptor interaction		8157651		LR05065
15234	Hgf	Secreted	19143	St14	Membrane	Cytokine-cytokine receptor interaction		10962009;12372819		LR05066
211323	Nrg1	Secreted	83382	Siglece	Membrane	Cytokine-cytokine receptor interaction		32822567		LR05067
211323	Nrg1	Secreted	64435	Fcamr	Membrane	Cytokine-cytokine receptor interaction		32822567		LR05068
100504404	H2-Ea	Membrane	12521	Cd82	Membrane	Cell adhesion		8119731;21428930		LR05069
381091	H2-Eb2	Membrane	12521	Cd82	Membrane	Cell adhesion		8119731		LR05070
15289	Hmgb1	Secreted	21824	Thbd	Membrane	Secreted protein to receptor interaction		15841214		LR05071
15289	Hmgb1	Secreted	24088	Tlr2	Membrane	Secreted protein to receptor interaction		23519706		LR05072
15289	Hmgb1	Secreted	21898	Tlr4	Membrane	Secreted protein to receptor interaction		23519706		LR05073
15289	Hmgb1	Secreted	12767	Cxcr4	Membrane	Secreted protein to receptor interaction		23519706		LR05074
15289	Hmgb1	Secreted	171285	Havcr2	Membrane	Secreted protein to receptor interaction		23519706		LR05075
11789	Apc	Membrane	19124	Procr	Membrane	Cell adhesion		17299037;21438119		LR05076
15439	Hp	Secreted	16414	Itgb2	Membrane	Cytokine-cytokine receptor interaction		11967116		LR05077
15530	Hspg2	ECM	16398	Itga2	Membrane	ECM-receptor interaction	mmu05205:Proteoglycans in cancer	15240572		LR05078
15530	Hspg2	ECM	16412	Itgb1	Membrane	ECM-receptor interaction	mmu05205:Proteoglycans in cancer	9431988		LR05079
15530	Hspg2	ECM	19280	Ptprs	Membrane	ECM-receptor interaction		11865065	HPMR	LR05080
11806	Apoa1	Membrane	12475	Cd14	Membrane	Cell adhesion		22329401		LR05081
15551	Htr1b	Membrane	15550	Htr1a	Membrane	Cell adhesion		11854302		LR05082
20194	S100a10	Secreted	15551	Htr1b	Membrane	Cytokine-cytokine receptor interaction		19211900		LR05083
330260	Pon2	Membrane	15558	Htr2a	Membrane	Cell adhesion		16537434		LR05084
22343	Lin7c	Secreted	15560	Htr2c	Membrane	Cytokine-cytokine receptor interaction		12006486		LR05085
244962	Snx14	Secreted	15565	Htr6	Membrane	Cytokine-cytokine receptor interaction		25795301		LR05086
21923	Tnc	ECM	16402	Itga5	Membrane	ECM-receptor interaction	mmu04151:PI3K-Akt signaling pathway;mmu04510:Focal adhesion;mmu05165:Human papillomavirus infection	9314546		LR05087
21923	Tnc	ECM	16404	Itga7	Membrane	ECM-receptor interaction	mmu04151:PI3K-Akt signaling pathway;mmu04510:Focal adhesion;mmu05165:Human papillomavirus infection	14715956		LR05088
21923	Tnc	ECM	19263	Ptprb	Membrane	ECM-receptor interaction		11313993		LR05089
15874	Iapp	Secreted	54409	Ramp2	Membrane	Cytokine-cytokine receptor interaction		16531504		LR05093
15874	Iapp	Secreted	51801	Ramp1	Membrane	Cytokine-cytokine receptor interaction		10385705		LR05094
238055	Apob	Secreted	16835	Ldlr	Membrane	Secreted protein to receptor interaction		12031600;11327878;15840700	HPMR	LR05095
238055	Apob	Secreted	14725	Lrp2	Membrane	Secreted protein to receptor interaction		10330424		LR05096
238055	Apob	Secreted	54135	Lsr	Membrane	Cytokine-cytokine receptor interaction		7615497		LR05097
238055	Apob	Secreted	83433	Trem2	Membrane	Secreted protein to receptor interaction		28432014		LR05098
15894	Icam1	Membrane	16184	Il2ra	Membrane	Cell adhesion		1976256		LR05099
15894	Icam1	Membrane	16186	Il2rg	Membrane	Cell adhesion		1976256		LR05100
17295	Met	Membrane	15894	Icam1	Membrane	Cell adhesion		28536399		LR05101
15894	Icam1	Membrane	17698	Msn	Membrane	Cell adhesion		12082081		LR05102
15894	Icam1	Membrane	20737	Spn	Membrane	Cell adhesion		1683685;1433960	CellphoneDB	LR05103
15894	Icam1	Membrane	22329	Vcam1	Membrane	Cell adhesion		16601240		LR05104
15894	Icam1	Membrane	22350	Ezr	Membrane	Cell adhesion		12082081		LR05105
78369	Icam4	Membrane	16399	Itga2b	Membrane	Cell adhesion		15355350	HPMR	LR05106
78369	Icam4	Membrane	16401	Itga4	Membrane	Cell adhesion		11435317		LR05107
78369	Icam4	Membrane	16408	Itgal	Membrane	Cell adhesion		15355350	HPMR	LR05108
78369	Icam4	Membrane	16410	Itgav	Membrane	Cell adhesion		15355350;11435317	HPMR	LR05109
78369	Icam4	Membrane	16412	Itgb1	Membrane	Cell adhesion		11435317		LR05110
78369	Icam4	Membrane	16414	Itgb2	Membrane	Cell adhesion		10846180;15355350	HPMR	LR05111
78369	Icam4	Membrane	16416	Itgb3	Membrane	Cell adhesion		15355350	HPMR	LR05112
78369	Icam4	Membrane	19743	Rhag	Membrane	Cell adhesion		8563755		LR05113
16155	Il10rb	Membrane	15975	Ifnar1	Membrane	Cell adhesion		23769803		LR05114
16451	Jak1	Membrane	15975	Ifnar1	Membrane	Cell adhesion		16551269		LR05115
18706	Pik3ca	Membrane	15975	Ifnar1	Membrane	Cell adhesion		10542297		LR05116
54721	Tyk2	Secreted	15975	Ifnar1	Membrane	Secreted protein to receptor interaction		16551269		LR05117
16451	Jak1	Membrane	15976	Ifnar2	Membrane	Cell adhesion		16551269		LR05118
18706	Pik3ca	Membrane	15976	Ifnar2	Membrane	Cell adhesion		10542297		LR05119
54721	Tyk2	Secreted	15976	Ifnar2	Membrane	Secreted protein to receptor interaction		16551269		LR05120
15978	Ifng	Secreted	17480	Mpl	Membrane	Cytokine-cytokine receptor interaction	mmu04630:Jak-STAT signaling pathway	30803992		LR05121
83382	Siglece	Membrane	15979	Ifngr1	Membrane	Cell adhesion		32822567		LR05122
11815	Apod	Secreted	16847	Lepr	Membrane	Cytokine-cytokine receptor interaction		11344130		LR05123
16000	Igf1	Secreted	16001	Igf1r	Membrane	Cytokine-cytokine receptor interaction	mmu01521:EGFR tyrosine kinase inhibitor resistance;mmu01522:Endocrine resistance;mmu04010:MAPK signaling pathway;mmu04014:Ras signaling pathway;mmu04015:Rap1 signaling pathway;mmu04066:HIF-1 signaling pathway;mmu04068:FoxO signaling pathway;mmu04114:Oocyte meiosis;mmu04150:mTOR signaling pathway;mmu04151:PI3K-Akt signaling pathway;mmu04152:AMPK signaling pathway;mmu04211:Longevity regulating pathway;mmu04510:Focal adhesion;mmu04913:Ovarian steroidogenesis;mmu04914:Progesterone-mediated oocyte maturation;mmu05200:Pathways in cancer;mmu05205:Proteoglycans in cancer;mmu05214:Glioma;mmu05215:Prostate cancer;mmu05218:Melanoma;mmu05224:Breast cancer	14604834;1852007;2877871	DLRP;HPMR;IUPHAR	LR05124
11816	Apoe	Secreted	16835	Ldlr	Membrane	Secreted protein to receptor interaction		31677479;11327878;15840700;12036962	HPMR	LR05125
11816	Apoe	Secreted	16971	Lrp1	Membrane	Secreted protein to receptor interaction	mmu05010:Alzheimer disease	31677479;11421580		LR05126
11816	Apoe	Secreted	14725	Lrp2	Membrane	Secreted protein to receptor interaction		11421580		LR05127
11816	Apoe	Secreted	54135	Lsr	Membrane	Cytokine-cytokine receptor interaction		7615497		LR05128
11816	Apoe	Secreted	83433	Trem2	Membrane	Secreted protein to receptor interaction		28432014		LR05129
11816	Apoe	Secreted	20660	Sorl1	Membrane	Secreted protein to receptor interaction		11294867	HPMR	LR05130
11816	Apoe	Secreted	22359	Vldlr	Membrane	Secreted protein to receptor interaction		12167620;12870663	HPMR	LR05131
11816	Apoe	Secreted	16975	Lrp8	Membrane	Secreted protein to receptor interaction		12950167;12167620	HPMR	LR05132
11816	Apoe	Secreted	20778	Scarb1	Membrane	Secreted protein to receptor interaction		12138091		LR05133
16002	Igf2	Secreted	16001	Igf1r	Membrane	Cytokine-cytokine receptor interaction	mmu04010:MAPK signaling pathway;mmu04014:Ras signaling pathway;mmu04151:PI3K-Akt signaling pathway;mmu05200:Pathways in cancer;mmu05205:Proteoglycans in cancer;mmu05225:Hepatocellular carcinoma	14604834;9972281	IUPHAR;CellphoneDB	LR05134
16334	Ins2	Secreted	16001	Igf1r	Membrane	Cytokine-cytokine receptor interaction	mmu04010:MAPK signaling pathway;mmu04014:Ras signaling pathway;mmu04015:Rap1 signaling pathway;mmu04066:HIF-1 signaling pathway;mmu04114:Oocyte meiosis;mmu04150:mTOR signaling pathway;mmu04151:PI3K-Akt signaling pathway;mmu04914:Progesterone-mediated oocyte maturation;mmu05215:Prostate cancer	1851182		LR05135
17295	Met	Membrane	16001	Igf1r	Membrane	Cell adhesion		28536399		LR05136
16002	Igf2	Secreted	16004	Igf2r	Membrane	Cytokine-cytokine receptor interaction		14604834;9722981;7797478;2964083	DLRP;HPMR	LR05137
16002	Igf2	Secreted	16337	Insr	Membrane	Cytokine-cytokine receptor interaction	mmu04010:MAPK signaling pathway;mmu04014:Ras signaling pathway;mmu04151:PI3K-Akt signaling pathway	9722981;9281335	HPMR	LR05138
18792	Plau	Secreted	16004	Igf2r	Membrane	Cytokine-cytokine receptor interaction		9566979		LR05139
16010	Igfbp4	Secreted	16974	Lrp6	Membrane	Cytokine-cytokine receptor interaction		18528331		LR05140
16010	Igfbp4	Secreted	14370	Fzd8	Membrane	Cytokine-cytokine receptor interaction		18528331		LR05141
29817	Igfbp7	Secreted	106722	Mpig6b	Membrane	Secreted protein to receptor interaction		32822567		LR05142
16007	Ccn1	Secreted	16402	Itga5	Membrane	Cytokine-cytokine receptor interaction		9446626		LR05143
16007	Ccn1	Secreted	16410	Itgav	Membrane	Cytokine-cytokine receptor interaction		11287419;10821835		LR05144
16007	Ccn1	Secreted	16414	Itgb2	Membrane	Cytokine-cytokine receptor interaction		12036876		LR05145
16007	Ccn1	Secreted	16416	Itgb3	Membrane	Cytokine-cytokine receptor interaction		9446626		LR05146
16007	Ccn1	Secreted	16419	Itgb5	Membrane	Cytokine-cytokine receptor interaction		11287419		LR05147
59287	Ncstn	Membrane	11820	App	Membrane	Cell adhesion		10993067		LR05148
11820	App	Membrane	94185	Tnfrsf21	Membrane	Cell adhesion		19225519		LR05149
14733	Gpc1	Membrane	11820	App	Membrane	Cell adhesion		15084524		LR05150
16971	Lrp1	Membrane	11820	App	Membrane	Cell adhesion		7543026;12212791		LR05151
11820	App	Membrane	18053	Ngfr	Membrane	Cell adhesion		24224055		LR05152
11820	App	Membrane	18211	Ntrk1	Membrane	Cell adhesion		24224055		LR05153
12389	Cav1	Membrane	11820	App	Membrane	Cell adhesion		9553108		LR05154
11820	App	Membrane	16149	Cd74	Membrane	Cell adhesion		19849849	CellphoneDB	LR05155
18050	Klk1b3	Secreted	18211	Ntrk1	Membrane	Secreted protein to receptor interaction		27908981		LR05157
16147	Ihh	Secreted	57810	Cdon	Membrane	Secreted protein to receptor interaction	mmu04340:Hedgehog signaling pathway	20519495		LR05158
16147	Ihh	Secreted	19206	Ptch1	Membrane	Secreted protein to receptor interaction	mmu04340:Hedgehog signaling pathway;mmu05205:Proteoglycans in cancer	9811851;11562786	HPMR	LR05159
16147	Ihh	Secreted	15245	Hhip	Membrane	Secreted protein to receptor interaction		11435703;10050855	HPMR	LR05160
16147	Ihh	Secreted	19207	Ptch2	Membrane	Secreted protein to receptor interaction	mmu04340:Hedgehog signaling pathway	9811851		LR05161
16147	Ihh	Secreted	117606	Boc	Membrane	Secreted protein to receptor interaction	mmu04340:Hedgehog signaling pathway	20519495		LR05162
14103	Fasl	Membrane	14102	Fas	Membrane	Cell adhesion	mmu04060:Cytokine-cytokine receptor interaction;mmu01524:Platinum drug resistance;mmu04010:MAPK signaling pathway;mmu04210:Apoptosis;mmu04217:Necroptosis;mmu04932:Non-alcoholic fatty liver disease (NAFLD);mmu05130:Pathogenic Escherichia coli infection;mmu05142:Chagas disease (American trypanosomiasis);mmu05160:Hepatitis C;mmu05161:Hepatitis B;mmu05162:Measles;mmu05163:Human cytomegalovirus infection;mmu05164:Influenza A;mmu05165:Human papillomavirus infection;mmu05168:Herpes simplex virus 1 infection;mmu05170:Human immunodeficiency virus 1 infection;mmu05200:Pathways in cancer	9228058;9126929	DLRP;HPMR;IUPHAR	LR05163
17295	Met	Membrane	14102	Fas	Membrane	Cell adhesion		28536399		LR05164
12370	Casp8	Membrane	14102	Fas	Membrane	Cell adhesion		19118384		LR05165
69583	Tnfsf13	Membrane	14102	Fas	Membrane	Cell adhesion		10706119		LR05166
14082	Fadd	Membrane	14102	Fas	Membrane	Cell adhesion		19118384		LR05167
16175	Il1a	Secreted	16178	Il1r2	Membrane	Cytokine-cytokine receptor interaction	mmu04060:Cytokine-cytokine receptor interaction	7878046	DLRP;HPMR	LR05168
16176	Il1b	Secreted	16178	Il1r2	Membrane	Cytokine-cytokine receptor interaction	mmu04060:Cytokine-cytokine receptor interaction	7878046;8332913	DLRP;HPMR	LR05169
16180	Il1rap	Membrane	16177	Il1r1	Membrane	Cell adhesion		11756486		LR05170
16181	Il1rn	Secreted	16177	Il1r1	Membrane	Cytokine-cytokine receptor interaction	mmu04060:Cytokine-cytokine receptor interaction	9062194;11641511	DLRP	LR05171
215274	Il1f10	Secreted	16177	Il1r1	Membrane	Cytokine-cytokine receptor interaction		11278614		LR05172
19266	Ptprd	Membrane	16180	Il1rap	Membrane	Cell adhesion		32822567		LR05173
19268	Ptprf	Membrane	16180	Il1rap	Membrane	Cell adhesion		32822567		LR05174
19280	Ptprs	Membrane	16180	Il1rap	Membrane	Cell adhesion		32822567		LR05175
16181	Il1rn	Secreted	16178	Il1r2	Membrane	Cytokine-cytokine receptor interaction	mmu04060:Cytokine-cytokine receptor interaction	1834644	DLRP	LR05176
16183	Il2	Secreted	18053	Ngfr	Membrane	Cytokine-cytokine receptor interaction		1316918		LR05177
16183	Il2	Secreted	13386	Dlk1	Membrane	Cytokine-cytokine receptor interaction		10733486		LR05178
16184	Il2ra	Membrane	16199	Il9r	Membrane	Cell adhesion		18829468		LR05179
16185	Il2rb	Membrane	20320	Nptn	Membrane	Cell adhesion		8507186		LR05180
16168	Il15	Secreted	16186	Il2rg	Membrane	Cytokine-cytokine receptor interaction	mmu04060:Cytokine-cytokine receptor interaction	15265897;8568232	DLRP;HPMR	LR05181
16189	Il4	Secreted	60504	Il21r	Membrane	Cytokine-cytokine receptor interaction	mmu04630:Jak-STAT signaling pathway	21058223		LR05182
16189	Il4	Secreted	13386	Dlk1	Membrane	Cytokine-cytokine receptor interaction		10733486		LR05183
60505	Il21	Secreted	16190	Il4ra	Membrane	Cytokine-cytokine receptor interaction	mmu04630:Jak-STAT signaling pathway	21058223		LR05184
16193	Il6	Secreted	18198	Musk	Membrane	Cytokine-cytokine receptor interaction		32822567		LR05185
16068	Il18bp	Secreted	16194	Il6ra	Membrane	Cytokine-cytokine receptor interaction		32822567		LR05186
16194	Il6ra	Membrane	237754	Btnl9	Membrane	Cell adhesion		32822567		LR05187
16194	Il6ra	Membrane	106347	Ildr1	Membrane	Cell adhesion		32822567		LR05188
16156	Il11	Secreted	16194	Il6ra	Membrane	Cytokine-cytokine receptor interaction	mmu04630:Jak-STAT signaling pathway	26551279		LR05189
16194	Il6ra	Membrane	17136	Mag	Membrane	Cell adhesion		32822567		LR05190
17528	Mpz	Membrane	16194	Il6ra	Membrane	Cell adhesion		32822567		LR05191
16194	Il6ra	Membrane	243816	Gp6	Membrane	Cell adhesion		32822567		LR05192
213262	Fstl5	Secreted	16194	Il6ra	Membrane	Secreted protein to receptor interaction		32822567		LR05193
16194	Il6ra	Membrane	320563	Islr2	Membrane	Cell adhesion		32822567		LR05194
16196	Il7	Secreted	13386	Dlk1	Membrane	Cytokine-cytokine receptor interaction		10733486		LR05195
16590	Kit	Membrane	16197	Il7r	Membrane	Cell adhesion		17554063		LR05196
57349	Ppbp	Secreted	227288	Cxcr1	Membrane	Cytokine-cytokine receptor interaction	mmu04062:Chemokine signaling pathway	1427896;8195702;8137938	HPMR;CellphoneDB	LR05197
20311	Cxcl5	Secreted	227288	Cxcr1	Membrane	Cytokine-cytokine receptor interaction	mmu04060:Cytokine-cytokine receptor interaction;mmu04061:Viral protein interaction with cytokine and cytokine receptor;mmu04062:Chemokine signaling pathway	10593335;12964882;9692902	DLRP;HPMR;IUPHAR;CellphoneDB	LR05198
16198	Il9	Secreted	13386	Dlk1	Membrane	Cytokine-cytokine receptor interaction		10733486		LR05199
57349	Ppbp	Secreted	12765	Cxcr2	Membrane	Cytokine-cytokine receptor interaction	mmu04060:Cytokine-cytokine receptor interaction;mmu04061:Viral protein interaction with cytokine and cytokine receptor;mmu04062:Chemokine signaling pathway	8702798;8195702	DLRP;IUPHAR;CellphoneDB	LR05200
20311	Cxcl5	Secreted	12765	Cxcr2	Membrane	Cytokine-cytokine receptor interaction	mmu04060:Cytokine-cytokine receptor interaction;mmu04061:Viral protein interaction with cytokine and cytokine receptor;mmu04062:Chemokine signaling pathway	10593335;12964882;9692902	DLRP;HPMR;IUPHAR;CellphoneDB	LR05201
22323	Vasp	Membrane	12765	Cxcr2	Membrane	Cell adhesion		19435808		LR05202
12387	Ctnnb1	Membrane	11826	Aqp1	Membrane	Cell adhesion		19584911		LR05203
22342	Lin7b	Membrane	11826	Aqp1	Membrane	Cell adhesion		19584911		LR05204
12349	Car2	Membrane	11826	Aqp1	Membrane	Cell adhesion		25609088		LR05205
16153	Il10	Secreted	242700	Ifnlr1	Membrane	Cytokine-cytokine receptor interaction		27133025		LR05206
16155	Il10rb	Membrane	16154	Il10ra	Membrane	Cell adhesion		23769803		LR05207
83428	Ucn3	Secreted	16155	Il10rb	Membrane	Cytokine-cytokine receptor interaction		11416224		LR05208
330496	Ifnl2	Secreted	16155	Il10rb	Membrane	Cytokine-cytokine receptor interaction	mmu04060:Cytokine-cytokine receptor interaction	12469119;12974481	HPMR	LR05209
171530	Ucn2	Secreted	16155	Il10rb	Membrane	Cytokine-cytokine receptor interaction		11416224		LR05210
16159	Il12a	Secreted	16161	Il12rb1	Membrane	Cytokine-cytokine receptor interaction	mmu04060:Cytokine-cytokine receptor interaction	11086056	DLRP;HPMR	LR05211
16160	Il12b	Secreted	117606	Boc	Membrane	Cytokine-cytokine receptor interaction		32822567		LR05212
209590	Il23r	Membrane	16161	Il12rb1	Membrane	Cell adhesion		12023369		LR05213
16168	Il15	Secreted	13386	Dlk1	Membrane	Cytokine-cytokine receptor interaction		10733486		LR05214
16170	Il16	Secreted	16491	Kcna3	Membrane	Cytokine-cytokine receptor interaction		10479680		LR05215
16170	Il16	Secreted	16506	Kcnd1	Membrane	Cytokine-cytokine receptor interaction		10479680		LR05216
16170	Il16	Secreted	16508	Kcnd2	Membrane	Cytokine-cytokine receptor interaction		10479680		LR05217
16170	Il16	Secreted	16520	Kcnj4	Membrane	Cytokine-cytokine receptor interaction		10479680		LR05218
16170	Il16	Secreted	16513	Kcnj10	Membrane	Cytokine-cytokine receptor interaction		10479680		LR05219
16170	Il16	Secreted	16516	Kcnj15	Membrane	Cytokine-cytokine receptor interaction		10479680		LR05220
21950	Tnfsf9	Secreted	21942	Tnfrsf9	Membrane	Cytokine-cytokine receptor interaction	mmu04060:Cytokine-cytokine receptor interaction	9045669;13130507;8088337		LR05221
16173	Il18	Secreted	331461	Il1rapl1	Membrane	Cytokine-cytokine receptor interaction		9325300	HPMR	LR05222
16173	Il18	Secreted	107527	Il1rl2	Membrane	Cytokine-cytokine receptor interaction		9325300		LR05223
16322	Inha	Secreted	21814	Tgfbr3	Membrane	Cytokine-cytokine receptor interaction		12493742;10746731	HPMR	LR05224
16323	Inhba	Secreted	21814	Tgfbr3	Membrane	Secreted protein to receptor interaction		10746731		LR05225
15945	Cxcl10	Secreted	20971	Sdc4	Membrane	Cytokine-cytokine receptor interaction		20484822		LR05226
15945	Cxcl10	Secreted	21898	Tlr4	Membrane	Cytokine-cytokine receptor interaction		21595283		LR05227
