Ligand_symbol,Receptor_symbol,interaction_name,interaction_name_2
SEMA3F,PLXNA3,SEMA3F_PLXNA3,SEMA3F - PLXNA3
SEMA3F,PLXNA1,SEMA3F_PLXNA1,SEMA3F - PLXNA1
SEMA3F,NRP1,SEMA3F_NRP1,SEMA3F - NRP1
SEMA3F,NRP2,SEMA3F_NRP2,SEMA3F - NRP2
CX3CL1,CX3CR1,CX3CL1_CX3CR1,CX3CL1 - CX3CR1
HEBP1,ADRA2A,HEBP1_ADRA2A,HEBP1 - ADRA2A
HEBP1,MTNR1A,HEBP1_MTNR1A,HEBP1 - MTNR1A
HEBP1,FPR3,HEBP1_FPR3,HEBP1 - FPR3
HEBP1,GRM7,HEBP1_GRM7,HEBP1 - GRM7
DCN,EGFR,DCN_EGFR,DCN - EGFR
DCN,MET,DCN_MET,DCN - MET
DCN,ERBB4,DCN_ERBB4,DCN - ERBB4
GRN,TNFRSF1A,GRN_TNFRSF1A,GRN - TNFRSF1A
GRN,SORT1,GRN_SORT1,GRN - SORT1
GRN,TNFRSF1B,GRN_TNFRSF1B,GRN - TNFRSF1B
GRN,CLEC4M,GRN_CLEC4M,GRN - CLEC4M
GRN,EGFR,GRN_EGFR,GRN - EGFR
UTS2,UTS2R,UTS2_UTS2R,UTS2 - UTS2R
ICAM3,ITGAL,ICAM3_ITGAL,ICAM3 - ITGAL
ICAM3,CLEC4M,ICAM3_CLEC4M,ICAM3 - CLEC4M
ICAM3,ITGB2,ICAM3_ITGB2,ICAM3 - ITGB2
ICAM3,CD209,ICAM3_CD209,ICAM3 - CD209
ICAM3,ITGAD,ICAM3_ITGAD,ICAM3 - ITGAD
CEACAM1,CD209,CEACAM1_CD209,CEACAM1 - CD209
CEACAM1,SELE,CEACAM1_SELE,CEACAM1 - SELE
CEACAM1,EGFR,CEACAM1_EGFR,CEACAM1 - EGFR
PRLH,PRLHR,PRLH_PRLHR,PRLH - PRLHR
FGF4,FGFR2,FGF4_FGFR2,FGF4 - FGFR2
FGF4,FGFR4,FGF4_FGFR4,FGF4 - FGFR4
FGF4,FGFR1,FGF4_FGFR1,FGF4 - FGFR1
FGF4,FGFR3,FGF4_FGFR3,FGF4 - FGFR3
FGF4,NRP1,FGF4_NRP1,FGF4 - NRP1
ST6GAL1,EGFR,ST6GAL1_EGFR,ST6GAL1 - EGFR
ST6GAL1,CD22,ST6GAL1_CD22,ST6GAL1 - CD22
NTN1,UNC5D,NTN1_UNC5D,NTN1 - UNC5D
NTN1,UNC5B,NTN1_UNC5B,NTN1 - UNC5B
NTN1,DCC,NTN1_DCC,NTN1 - DCC
NTN1,UNC5A,NTN1_UNC5A,NTN1 - UNC5A
NTN1,ADORA2B,NTN1_ADORA2B,NTN1 - ADORA2B
NTN1,UNC5C,NTN1_UNC5C,NTN1 - UNC5C
NTN1,NEO1,NTN1_NEO1,NTN1 - NEO1
SCT,PTH1R,SCT_PTH1R,SCT - PTH1R
SCT,ADCYAP1R1,SCT_ADCYAP1R1,SCT - ADCYAP1R1
SCT,RAMP2,SCT_RAMP2,SCT - RAMP2
SCT,VIPR1,SCT_VIPR1,SCT - VIPR1
SCT,RAMP3,SCT_RAMP3,SCT - RAMP3
SCT,GPR20,SCT_GPR20,SCT - GPR20
SCT,ADRB2,SCT_ADRB2,SCT - ADRB2
SCT,VIPR2,SCT_VIPR2,SCT - VIPR2
SCT,ADRB3,SCT_ADRB3,SCT - ADRB3
SCT,TSHR,SCT_TSHR,SCT - TSHR
SCT,GPR84,SCT_GPR84,SCT - GPR84
SCT,SCTR,SCT_SCTR,SCT - SCTR
FGF20,FGFR3,FGF20_FGFR3,FGF20 - FGFR3
FGF20,FGFR1,FGF20_FGFR1,FGF20 - FGFR1
FGF20,FGFR4,FGF20_FGFR4,FGF20 - FGFR4
FGF20,FGFR2,FGF20_FGFR2,FGF20 - FGFR2
CEACAM6,EGFR,CEACAM6_EGFR,CEACAM6 - EGFR
THPO,MPL,THPO_MPL,THPO - MPL
EFNB1,EPHB6,EFNB1_EPHB6,EFNB1 - EPHB6
EFNB1,EPHB4,EFNB1_EPHB4,EFNB1 - EPHB4
EFNB1,ERBB2,EFNB1_ERBB2,EFNB1 - ERBB2
EFNB1,EPHB1,EFNB1_EPHB1,EFNB1 - EPHB1
EFNB1,EPHB3,EFNB1_EPHB3,EFNB1 - EPHB3
EFNB1,EPHB2,EFNB1_EPHB2,EFNB1 - EPHB2
EFNB1,EPHA4,EFNB1_EPHA4,EFNB1 - EPHA4
EFNB1,EPHA6,EFNB1_EPHA6,EFNB1 - EPHA6
DLL3,NOTCH1,DLL3_NOTCH1,DLL3 - NOTCH1
DLL3,NOTCH4,DLL3_NOTCH4,DLL3 - NOTCH4
DLL3,NOTCH2,DLL3_NOTCH2,DLL3 - NOTCH2
DLL3,NOTCH3,DLL3_NOTCH3,DLL3 - NOTCH3
SEMA4G,PLXNB2,SEMA4G_PLXNB2,SEMA4G - PLXNB2
VCL,ITGB5,VCL_ITGB5,VCL - ITGB5
VCL,ALK,VCL_ALK,VCL - ALK
EFNA2,EPHA7,EFNA2_EPHA7,EFNA2 - EPHA7
EFNA2,EPHA10,EFNA2_EPHA10,EFNA2 - EPHA10
EFNA2,EPHA3,EFNA2_EPHA3,EFNA2 - EPHA3
EFNA2,EPHA1,EFNA2_EPHA1,EFNA2 - EPHA1
EFNA2,EPHA6,EFNA2_EPHA6,EFNA2 - EPHA6
EFNA2,EPHA4,EFNA2_EPHA4,EFNA2 - EPHA4
EFNA2,EPHA5,EFNA2_EPHA5,EFNA2 - EPHA5
EFNA2,EPHA2,EFNA2_EPHA2,EFNA2 - EPHA2
EFNA2,EPHA8,EFNA2_EPHA8,EFNA2 - EPHA8
FGF22,FGFR2,FGF22_FGFR2,FGF22 - FGFR2
FGF22,FGFR1,FGF22_FGFR1,FGF22 - FGFR1
MADCAM1,ITGA4,MADCAM1_ITGA4,MADCAM1 - ITGA4
MADCAM1,CD44,MADCAM1_CD44,MADCAM1 - CD44
MADCAM1,ITGB7,MADCAM1_ITGB7,MADCAM1 - ITGB7
MIF,CXCR4,MIF_CXCR4,MIF - CXCR4
MIF,CXCR2,MIF_CXCR2,MIF - CXCR2
MIF,CD44,MIF_CD44,MIF - CD44
MIF,EGFR,MIF_EGFR,MIF - EGFR
MIF,CD74,MIF_CD74,MIF - CD74
OSM,LIFR,OSM_LIFR,OSM - LIFR
OSM,IL6ST,OSM_IL6ST,OSM - IL6ST
OSM,OSMR,OSM_OSMR,OSM - OSMR
TCN2,LRP2,TCN2_LRP2,TCN2 - LRP2
TCN2,CNR1,TCN2_CNR1,TCN2 - CNR1
LGALS1,ITGB1,LGALS1_ITGB1,LGALS1 - ITGB1
LGALS1,PTPRC,LGALS1_PTPRC,LGALS1 - PTPRC
NID2,COL13A1,NID2_COL13A1,NID2 - COL13A1
GZMB,IGF2R,GZMB_IGF2R,GZMB - IGF2R
GZMB,CHRM3,GZMB_CHRM3,GZMB - CHRM3
RSPO4,LGR6,RSPO4_LGR6,RSPO4 - LGR6
RSPO4,LGR4,RSPO4_LGR4,RSPO4 - LGR4
RSPO4,LGR5,RSPO4_LGR5,RSPO4 - LGR5
OXT,AVPR2,OXT_AVPR2,OXT - AVPR2
OXT,AVPR1B,OXT_AVPR1B,OXT - AVPR1B
OXT,AVPR1A,OXT_AVPR1A,OXT - AVPR1A
OXT,OXTR,OXT_OXTR,OXT - OXTR
F9,LRP1,F9_LRP1,F9 - LRP1
PCSK1N,GPR171,PCSK1N_GPR171,PCSK1N - GPR171
TIMP1,CD63,TIMP1_CD63,TIMP1 - CD63
TIMP1,FGFR2,TIMP1_FGFR2,TIMP1 - FGFR2
MMP2,FGFR1,MMP2_FGFR1,MMP2 - FGFR1
MMP2,PECAM1,MMP2_PECAM1,MMP2 - PECAM1
MMP2,CCR2,MMP2_CCR2,MMP2 - CCR2
MMP2,SDC2,MMP2_SDC2,MMP2 - SDC2
CCL22,CCR4,CCL22_CCR4,CCL22 - CCR4
CCL22,DPP4,CCL22_DPP4,CCL22 - DPP4
CCL22,ACKR2,CCL22_ACKR2,CCL22 - ACKR2
CCL17,ACKR2,CCL17_ACKR2,CCL17 - ACKR2
CCL17,ACKR1,CCL17_ACKR1,CCL17 - ACKR1
CCL17,CCR4,CCL17_CCR4,CCL17 - CCR4
CCL17,CCR8,CCL17_CCR8,CCL17 - CCR8
TG,TPO,TG_TPO,TG - TPO
TG,ASGR1,TG_ASGR1,TG - ASGR1
TG,LRP2,TG_LRP2,TG - LRP2
SFRP1,FZD2,SFRP1_FZD2,SFRP1 - FZD2
SFRP1,FZD6,SFRP1_FZD6,SFRP1 - FZD6
PLAT,ITGAM,PLAT_ITGAM,PLAT - ITGAM
PLAT,LRP1,PLAT_LRP1,PLAT - LRP1
PLAT,ITGB2,PLAT_ITGB2,PLAT - ITGB2
DKK4,LRP6,DKK4_LRP6,DKK4 - LRP6
DKK4,LRP5,DKK4_LRP5,DKK4 - LRP5
LHB,LHCGR,LHB_LHCGR,LHB - LHCGR
LHB,RAMP3,LHB_RAMP3,LHB - RAMP3
LHB,RAMP2,LHB_RAMP2,LHB - RAMP2
LHB,VIPR1,LHB_VIPR1,LHB - VIPR1
LHB,ADCYAP1R1,LHB_ADCYAP1R1,LHB - ADCYAP1R1
LHB,PTH1R,LHB_PTH1R,LHB - PTH1R
LHB,GPR84,LHB_GPR84,LHB - GPR84
LHB,ADRB3,LHB_ADRB3,LHB - ADRB3
LHB,TSHR,LHB_TSHR,LHB - TSHR
LHB,ADRB2,LHB_ADRB2,LHB - ADRB2
LHB,GPR20,LHB_GPR20,LHB - GPR20
AMH,EGFR,AMH_EGFR,AMH - EGFR
AMH,ACVR1,AMH_ACVR1,AMH - ACVR1
AMH,AMHR2,AMH_AMHR2,AMH - AMHR2
RETN,GPR25,RETN_GPR25,RETN - GPR25
EBI3,IL27RA,EBI3_IL27RA,EBI3 - IL27RA
EBI3,IL6ST,EBI3_IL6ST,EBI3 - IL6ST
TGFB1,CXCR4,TGFB1_CXCR4,TGFB1 - CXCR4
TGFB1,ITGB1,TGFB1_ITGB1,TGFB1 - ITGB1
TGFB1,ITGB5,TGFB1_ITGB5,TGFB1 - ITGB5
TGFB1,EGFR,TGFB1_EGFR,TGFB1 - EGFR
TGFB1,ENG,TGFB1_ENG,TGFB1 - ENG
TGFB1,SMAD3,TGFB1_SMAD3,TGFB1 - SMAD3
TGFB1,TGFBR2,TGFB1_TGFBR2,TGFB1 - TGFBR2
TGFB1,ITGB3,TGFB1_ITGB3,TGFB1 - ITGB3
TGFB1,TGFBR1,TGFB1_TGFBR1,TGFB1 - TGFBR1
TGFB1,ITGB6,TGFB1_ITGB6,TGFB1 - ITGB6
TGFB1,ACVRL1,TGFB1_ACVRL1,TGFB1 - ACVRL1
TGFB1,ITGAV,TGFB1_ITGAV,TGFB1 - ITGAV
TGFB1,CAV1,TGFB1_CAV1,TGFB1 - CAV1
TGFB1,ITGB8,TGFB1_ITGB8,TGFB1 - ITGB8
TGFB1,SDC2,TGFB1_SDC2,TGFB1 - SDC2
TGFB1,TGFBR3,TGFB1_TGFBR3,TGFB1 - TGFBR3
ICAM5,ITGAL,ICAM5_ITGAL,ICAM5 - ITGAL
ICAM5,ITGB2,ICAM5_ITGB2,ICAM5 - ITGB2
CEACAM5,CD1D,CEACAM5_CD1D,CEACAM5 - CD1D
COMP,CD36,COMP_CD36,COMP - CD36
COMP,ITGB3,COMP_ITGB3,COMP - ITGB3
COMP,ITGB1,COMP_ITGB1,COMP - ITGB1
HGF,ITGB1,HGF_ITGB1,HGF - ITGB1
HGF,CD44,HGF_CD44,HGF - CD44
HGF,MET,HGF_MET,HGF - MET
HGF,NRP1,HGF_NRP1,HGF - NRP1
HGF,SDC2,HGF_SDC2,HGF - SDC2
HGF,SDC1,HGF_SDC1,HGF - SDC1
HGF,ST14,HGF_ST14,HGF - ST14
LAMB1,ITGA7,LAMB1_ITGA7,LAMB1 - ITGA7
LAMB1,ITGA6,LAMB1_ITGA6,LAMB1 - ITGA6
LAMB1,ITGA1,LAMB1_ITGA1,LAMB1 - ITGA1
LAMB1,ITGA2,LAMB1_ITGA2,LAMB1 - ITGA2
LAMB1,ITGAV,LAMB1_ITGAV,LAMB1 - ITGAV
LAMB1,ITGB1,LAMB1_ITGB1,LAMB1 - ITGB1
LAMB1,ITGB4,LAMB1_ITGB4,LAMB1 - ITGB4
LAMB1,ITGA3,LAMB1_ITGA3,LAMB1 - ITGA3
WNT16,FZD6,WNT16_FZD6,WNT16 - FZD6
NAMPT,ADORA2A,NAMPT_ADORA2A,NAMPT - ADORA2A
PON2,HTR2A,PON2_HTR2A,PON2 - HTR2A
NPVF,NPFFR1,NPVF_NPFFR1,NPVF - NPFFR1
NPVF,NPFFR2,NPVF_NPFFR2,NPVF - NPFFR2
PDAP1,PDGFRB,PDAP1_PDGFRB,PDAP1 - PDGFRB
SERPINE1,PLAUR,SERPINE1_PLAUR,SERPINE1 - PLAUR
SERPINE1,ITGAV,SERPINE1_ITGAV,SERPINE1 - ITGAV
SERPINE1,LRP1,SERPINE1_LRP1,SERPINE1 - LRP1
SERPINE1,LRP2,SERPINE1_LRP2,SERPINE1 - LRP2
SERPINE1,ITGB5,SERPINE1_ITGB5,SERPINE1 - ITGB5
C5,ADRA2A,C5_ADRA2A,C5 - ADRA2A
C5,GRM7,C5_GRM7,C5 - GRM7
C5,MTNR1A,C5_MTNR1A,C5 - MTNR1A
C5,C5AR2,C5_C5AR2,C5 - C5AR2
C5,C5AR1,C5_C5AR1,C5 - C5AR1
TNFSF8,TNFRSF8,TNFSF8_TNFRSF8,TNFSF8 - TNFRSF8
RLN1,RXFP2,RLN1_RXFP2,RLN1 - RXFP2
RLN1,RXFP1,RLN1_RXFP1,RLN1 - RXFP1
CSF3,CSF1R,CSF3_CSF1R,CSF3 - CSF1R
CSF3,CSF3R,CSF3_CSF3R,CSF3 - CSF3R
WNT3,RYK,WNT3_RYK,WNT3 - RYK
WNT3,ROR2,WNT3_ROR2,WNT3 - ROR2
WNT3,FZD1,WNT3_FZD1,WNT3 - FZD1
WNT3,FZD7,WNT3_FZD7,WNT3 - FZD7
WNT3,FZD8,WNT3_FZD8,WNT3 - FZD8
WNT3,FZD5,WNT3_FZD5,WNT3 - FZD5
WNT3,LRP6,WNT3_LRP6,WNT3 - LRP6
CCL2,CCR4,CCL2_CCR4,CCL2 - CCR4
CCL2,ACKR1,CCL2_ACKR1,CCL2 - ACKR1
CCL2,ACKR2,CCL2_ACKR2,CCL2 - ACKR2
CCL2,CCR1,CCL2_CCR1,CCL2 - CCR1
CCL2,CCR5,CCL2_CCR5,CCL2 - CCR5
CCL2,CCR10,CCL2_CCR10,CCL2 - CCR10
CCL2,CCR3,CCL2_CCR3,CCL2 - CCR3
CCL2,ACKR4,CCL2_ACKR4,CCL2 - ACKR4
CCL2,CCR2,CCL2_CCR2,CCL2 - CCR2
CCL1,CCR8,CCL1_CCR8,CCL1 - CCR8
CCL13,ACKR2,CCL13_ACKR2,CCL13 - ACKR2
CCL13,ACKR1,CCL13_ACKR1,CCL13 - ACKR1
CCL13,ACKR4,CCL13_ACKR4,CCL13 - ACKR4
CCL13,CXCR3,CCL13_CXCR3,CCL13 - CXCR3
CCL13,CCR9,CCL13_CCR9,CCL13 - CCR9
CCL13,CCR3,CCL13_CCR3,CCL13 - CCR3
CCL13,CCR5,CCL13_CCR5,CCL13 - CCR5
CCL13,CCR1,CCL13_CCR1,CCL13 - CCR1
CCL13,CCR2,CCL13_CCR2,CCL13 - CCR2
COL1A1,ITGB1,COL1A1_ITGB1,COL1A1 - ITGB1
COL1A1,CD44,COL1A1_CD44,COL1A1 - CD44
COL1A1,ITGA5,COL1A1_ITGA5,COL1A1 - ITGA5
COL1A1,CD93,COL1A1_CD93,COL1A1 - CD93
COL1A1,FLT4,COL1A1_FLT4,COL1A1 - FLT4
COL1A1,DDR2,COL1A1_DDR2,COL1A1 - DDR2
COL1A1,ITGA11,COL1A1_ITGA11,COL1A1 - ITGA11
COL1A1,TMPRSS6,COL1A1_TMPRSS6,COL1A1 - TMPRSS6
COL1A1,ITGA2,COL1A1_ITGA2,COL1A1 - ITGA2
COL1A1,ITGA1,COL1A1_ITGA1,COL1A1 - ITGA1
COL1A1,ITGAV,COL1A1_ITGAV,COL1A1 - ITGAV
COL1A1,CD36,COL1A1_CD36,COL1A1 - CD36
COL1A1,DDR1,COL1A1_DDR1,COL1A1 - DDR1
EFNB3,RHBDL2,EFNB3_RHBDL2,EFNB3 - RHBDL2
EFNB3,EPHA4,EFNB3_EPHA4,EFNB3 - EPHA4
EFNB3,EPHB2,EFNB3_EPHB2,EFNB3 - EPHB2
EFNB3,EPHB1,EFNB3_EPHB1,EFNB3 - EPHB1
EFNB3,EPHB3,EFNB3_EPHB3,EFNB3 - EPHB3
EFNB3,EPHB4,EFNB3_EPHB4,EFNB3 - EPHB4
EFNB3,EPHB6,EFNB3_EPHB6,EFNB3 - EPHB6
VTN,ITGB5,VTN_ITGB5,VTN - ITGB5
VTN,ITGB1,VTN_ITGB1,VTN - ITGB1
VTN,ITGA8,VTN_ITGA8,VTN - ITGA8
VTN,CD47,VTN_CD47,VTN - CD47
VTN,KDR,VTN_KDR,VTN - KDR
VTN,ITGA2B,VTN_ITGA2B,VTN - ITGA2B
VTN,TNFRSF11B,VTN_TNFRSF11B,VTN - TNFRSF11B
VTN,PVR,VTN_PVR,VTN - PVR
VTN,ITGB8,VTN_ITGB8,VTN - ITGB8
VTN,ITGAV,VTN_ITGAV,VTN - ITGAV
VTN,ITGB6,VTN_ITGB6,VTN - ITGB6
VTN,ITGB3,VTN_ITGB3,VTN - ITGB3
VTN,PLAUR,VTN_PLAUR,VTN - PLAUR
VTN,ITGA5,VTN_ITGA5,VTN - ITGA5
VTN,ITGA3,VTN_ITGA3,VTN - ITGA3
IBSP,ITGB3,IBSP_ITGB3,IBSP - ITGB3
IBSP,ITGAV,IBSP_ITGAV,IBSP - ITGAV
CXCL6,ACKR1,CXCL6_ACKR1,CXCL6 - ACKR1
CXCL6,CXCR1,CXCL6_CXCR1,CXCL6 - CXCR1
CXCL6,CXCR2,CXCL6_CXCR2,CXCL6 - CXCR2
CXCL6,MTNR1A,CXCL6_MTNR1A,CXCL6 - MTNR1A
CXCL6,GRM7,CXCL6_GRM7,CXCL6 - GRM7
CXCL6,ADRA2A,CXCL6_ADRA2A,CXCL6 - ADRA2A
IL2,IL2RA,IL2_IL2RA,IL2 - IL2RA
IL2,IL2RG,IL2_IL2RG,IL2 - IL2RG
IL2,CD53,IL2_CD53,IL2 - CD53
IL2,IL2RB,IL2_IL2RB,IL2 - IL2RB
IL2,NGFR,IL2_NGFR,IL2 - NGFR
APOC3,LDLR,APOC3_LDLR,APOC3 - LDLR
APOC3,TLR2,APOC3_TLR2,APOC3 - TLR2
APOC3,SDC2,APOC3_SDC2,APOC3 - SDC2
APOC3,LRP2,APOC3_LRP2,APOC3 - LRP2
APOC3,LRP1,APOC3_LRP1,APOC3 - LRP1
KITLG,KIT,KITLG_KIT,KITLG - KIT
KITLG,EPOR,KITLG_EPOR,KITLG - EPOR
CLEC2B,KLRF1,CLEC2B_KLRF1,CLEC2B - KLRF1
SELPLG,ESAM,SELPLG_ESAM,SELPLG - ESAM
SELPLG,SELL,SELPLG_SELL,SELPLG - SELL
SELPLG,SELP,SELPLG_SELP,SELPLG - SELP
SELPLG,ITGAM,SELPLG_ITGAM,SELPLG - ITGAM
SELPLG,ITGB2,SELPLG_ITGB2,SELPLG - ITGB2
SELPLG,SELE,SELPLG_SELE,SELPLG - SELE
IL23A,IL12RB1,IL23A_IL12RB1,IL23A - IL12RB1
IL23A,IL12RB2,IL23A_IL12RB2,IL23A - IL12RB2
IL23A,IL23R,IL23A_IL23R,IL23A - IL23R
FGF6,SDC4,FGF6_SDC4,FGF6 - SDC4
FGF6,FGFR2,FGF6_FGFR2,FGF6 - FGFR2
FGF6,FGFR1,FGF6_FGFR1,FGF6 - FGFR1
FGF6,FGFR4,FGF6_FGFR4,FGF6 - FGFR4
FGF6,FGFR3,FGF6_FGFR3,FGF6 - FGFR3
IL26,IL10RB,IL26_IL10RB,IL26 - IL10RB
IL26,IL20RA,IL26_IL20RA,IL26 - IL20RA
IFNG,IFNGR2,IFNG_IFNGR2,IFNG - IFNGR2
IFNG,IFNGR1,IFNG_IFNGR1,IFNG - IFNGR1
GNB3,GABBR2,GNB3_GABBR2,GNB3 - GABBR2
GNB3,TGFBR1,GNB3_TGFBR1,GNB3 - TGFBR1
ULBP1,KLRK1,ULBP1_KLRK1,ULBP1 - KLRK1
LAMA4,ITGAV,LAMA4_ITGAV,LAMA4 - ITGAV
LAMA4,ITGA6,LAMA4_ITGA6,LAMA4 - ITGA6
LAMA4,ITGB1,LAMA4_ITGB1,LAMA4 - ITGB1
LAMA4,ITGA3,LAMA4_ITGA3,LAMA4 - ITGA3
HBEGF,CD82,HBEGF_CD82,HBEGF - CD82
HBEGF,CD44,HBEGF_CD44,HBEGF - CD44
HBEGF,ERBB2,HBEGF_ERBB2,HBEGF - ERBB2
HBEGF,EGFR,HBEGF_EGFR,HBEGF - EGFR
HBEGF,ERBB4,HBEGF_ERBB4,HBEGF - ERBB4
HBEGF,CD9,HBEGF_CD9,HBEGF - CD9
HBEGF,PRLR,HBEGF_PRLR,HBEGF - PRLR
IL12B,IL12RB2,IL12B_IL12RB2,IL12B - IL12RB2
IL12B,IL23R,IL12B_IL23R,IL12B - IL23R
IL12B,IL12RB1,IL12B_IL12RB1,IL12B - IL12RB1
IL4,CD53,IL4_CD53,IL4 - CD53
IL4,IL2RG,IL4_IL2RG,IL4 - IL2RG
IL4,IL13RA2,IL4_IL13RA2,IL4 - IL13RA2
IL4,IL13RA1,IL4_IL13RA1,IL4 - IL13RA1
IL4,IL4R,IL4_IL4R,IL4 - IL4R
IL5,CSF2RB,IL5_CSF2RB,IL5 - CSF2RB
IL5,IL5RA,IL5_IL5RA,IL5 - IL5RA
SEMA3G,NRP2,SEMA3G_NRP2,SEMA3G - NRP2
LTF,LRP1,LTF_LRP1,LTF - LRP1
LTF,TFRC,LTF_TFRC,LTF - TFRC
HRG,FCGR1A,HRG_FCGR1A,HRG - FCGR1A
HRG,ERBB3,HRG_ERBB3,HRG - ERBB3
HRG,ERBB2,HRG_ERBB2,HRG - ERBB2
TFPI,LRP1,TFPI_LRP1,TFPI - LRP1
TFPI,F3,TFPI_F3,TFPI - F3
TFPI,VLDLR,TFPI_VLDLR,TFPI - VLDLR
TFPI,SDC4,TFPI_SDC4,TFPI - SDC4
APOB,LDLR,APOB_LDLR,APOB - LDLR
APOB,VLDLR,APOB_VLDLR,APOB - VLDLR
APOB,OLR1,APOB_OLR1,APOB - OLR1
APOB,CALCR,APOB_CALCR,APOB - CALCR
APOB,MTTP,APOB_MTTP,APOB - MTTP
APOB,LSR,APOB_LSR,APOB - LSR
APOB,TLR6,APOB_TLR6,APOB - TLR6
APOB,LRP8,APOB_LRP8,APOB - LRP8
APOB,TLR4,APOB_TLR4,APOB - TLR4
APOB,ITGAM,APOB_ITGAM,APOB - ITGAM
APOB,LRP6,APOB_LRP6,APOB - LRP6
APOB,LRP1,APOB_LRP1,APOB - LRP1
APOB,LRP2,APOB_LRP2,APOB - LRP2
APOB,ADRB2,APOB_ADRB2,APOB - ADRB2
APOB,ITGB2,APOB_ITGB2,APOB - ITGB2
WNT6,FZD4,WNT6_FZD4,WNT6 - FZD4
PROC,THBD,PROC_THBD,PROC - THBD
PROC,ITGAM,PROC_ITGAM,PROC - ITGAM
PROC,ITGB2,PROC_ITGB2,PROC - ITGB2
PROC,PROCR,PROC_PROCR,PROC - PROCR
ANGPTL1,TEK,ANGPTL1_TEK,ANGPTL1 - TEK
CD160,TNFRSF14,CD160_TNFRSF14,CD160 - TNFRSF14
APOA1,ABCA1,APOA1_ABCA1,APOA1 - ABCA1
APOA1,LDLR,APOA1_LDLR,APOA1 - LDLR
APOA1,LRP2,APOA1_LRP2,APOA1 - LRP2
APOA1,LRP1,APOA1_LRP1,APOA1 - LRP1
FGF23,FGFR2,FGF23_FGFR2,FGF23 - FGFR2
FGF23,FGFR3,FGF23_FGFR3,FGF23 - FGFR3
FGF23,FGFR4,FGF23_FGFR4,FGF23 - FGFR4
FGF23,FGFR1,FGF23_FGFR1,FGF23 - FGFR1
FGF23,PHEX,FGF23_PHEX,FGF23 - PHEX
FGF23,KL,FGF23_KL,FGF23 - KL
TGFB3,TGFBR1,TGFB3_TGFBR1,TGFB3 - TGFBR1
TGFB3,ITGB6,TGFB3_ITGB6,TGFB3 - ITGB6
TGFB3,ACVRL1,TGFB3_ACVRL1,TGFB3 - ACVRL1
TGFB3,ITGB3,TGFB3_ITGB3,TGFB3 - ITGB3
TGFB3,TGFBR2,TGFB3_TGFBR2,TGFB3 - TGFBR2
TGFB3,ENG,TGFB3_ENG,TGFB3 - ENG
TGFB3,ITGB1,TGFB3_ITGB1,TGFB3 - ITGB1
TGFB3,ITGB5,TGFB3_ITGB5,TGFB3 - ITGB5
TGFB3,TGFBR3,TGFB3_TGFBR3,TGFB3 - TGFBR3
IFNA7,IFNAR2,IFNA7_IFNAR2,IFNA7 - IFNAR2
IFNA7,IFNAR1,IFNA7_IFNAR1,IFNA7 - IFNAR1
IAPP,RAMP1,IAPP_RAMP1,IAPP - RAMP1
IAPP,CALCR,IAPP_CALCR,IAPP - CALCR
IAPP,ADRB2,IAPP_ADRB2,IAPP - ADRB2
IAPP,GPR20,IAPP_GPR20,IAPP - GPR20
IAPP,GPR84,IAPP_GPR84,IAPP - GPR84
IAPP,ADRB3,IAPP_ADRB3,IAPP - ADRB3
IAPP,TSHR,IAPP_TSHR,IAPP - TSHR
IAPP,PTH1R,IAPP_PTH1R,IAPP - PTH1R
IAPP,ADCYAP1R1,IAPP_ADCYAP1R1,IAPP - ADCYAP1R1
IAPP,VIPR1,IAPP_VIPR1,IAPP - VIPR1
IAPP,RAMP2,IAPP_RAMP2,IAPP - RAMP2
IAPP,RAMP3,IAPP_RAMP3,IAPP - RAMP3
TNFSF10,TNFRSF11B,TNFSF10_TNFRSF11B,TNFSF10 - TNFRSF11B
TNFSF10,TNFRSF10B,TNFSF10_TNFRSF10B,TNFSF10 - TNFRSF10B
TNFSF10,TNFRSF10C,TNFSF10_TNFRSF10C,TNFSF10 - TNFRSF10C
TNFSF10,TNFRSF10D,TNFSF10_TNFRSF10D,TNFSF10 - TNFRSF10D
TNFSF10,RIPK1,TNFSF10_RIPK1,TNFSF10 - RIPK1
TNFSF10,TNFRSF10A,TNFSF10_TNFRSF10A,TNFSF10 - TNFRSF10A
GSTM2,RYR2,GSTM2_RYR2,GSTM2 - RYR2
INHBA,BAMBI,INHBA_BAMBI,INHBA - BAMBI
INHBA,ACVR1B,INHBA_ACVR1B,INHBA - ACVR1B
INHBA,ACVR2B,INHBA_ACVR2B,INHBA - ACVR2B
INHBA,ENG,INHBA_ENG,INHBA - ENG
INHBA,SMAD3,INHBA_SMAD3,INHBA - SMAD3
INHBA,ACVR1,INHBA_ACVR1,INHBA - ACVR1
INHBA,TGFBR3,INHBA_TGFBR3,INHBA - TGFBR3
INHBA,ACVR2A,INHBA_ACVR2A,INHBA - ACVR2A
INHA,ACVR2A,INHA_ACVR2A,INHA - ACVR2A
INHA,TGFBR3,INHA_TGFBR3,INHA - TGFBR3
INHA,ACVR1,INHA_ACVR1,INHA - ACVR1
INHA,ACVR2B,INHA_ACVR2B,INHA - ACVR2B
PI3,PLD2,PI3_PLD2,PI3 - PLD2
IL17C,IL17RE,IL17C_IL17RE,IL17C - IL17RE
LYPD3,AGR2,LYPD3_AGR2,LYPD3 - AGR2
