Ligand_symbol,Receptor_symbol,interaction_name,interaction_name_2
Sema4d,Met,Sema4d_Met,Sema4d - Met
Sema4d,Plxnb2,Sema4d_Plxnb2,Sema4d - Plxnb2
Cxcl14,Cxcr4,Cxcl14_Cxcr4,Cxcl14 - Cxcr4
Il9,Il9r,Il9_Il9r,Il9 - Il9r
Thbs4,Notch1,Thbs4_Notch1,Thbs4 - Notch1
Fgf10,Fgfr1,Fgf10_Fgfr1,Fgf10 - Fgfr1
Fgf10,Fgfr2,Fgf10_Fgfr2,Fgf10 - Fgfr2
Fgf10,Fgfr3,Fgf10_Fgfr3,Fgf10 - Fgfr3
Nid2,Col13a1,Nid2_Col13a1,Nid2 - Col13a1
Plau,Lrp1,Plau_Lrp1,Plau - Lrp1
Plau,Lrp2,Plau_Lrp2,Plau - Lrp2
Plau,Igf2r,Plau_Igf2r,Plau - Igf2r
Plau,Mrc2,Plau_Mrc2,Plau - Mrc2
Plau,Itgb2,Plau_Itgb2,Plau - Itgb2
Plau,Plaur,Plau_Plaur,Plau - Plaur
Vcl,Alk,Vcl_Alk,Vcl - Alk
Arf4,Lrp2,Arf4_Lrp2,Arf4 - Lrp2
Fgf9,Fgfr1,Fgf9_Fgfr1,Fgf9 - Fgfr1
Fgf9,Fgfr4,Fgf9_Fgfr4,Fgf9 - Fgfr4
Fgf9,Fgfr2,Fgf9_Fgfr2,Fgf9 - Fgfr2
Fgf9,Fgfr3,Fgf9_Fgfr3,Fgf9 - Fgfr3
Tnfsf11,Lgr4,Tnfsf11_Lgr4,Tnfsf11 - Lgr4
Tnfsf11,Tnfrsf11b,Tnfsf11_Tnfrsf11b,Tnfsf11 - Tnfrsf11b
Tnfsf11,Itga2b,Tnfsf11_Itga2b,Tnfsf11 - Itga2b
Tnfsf11,Tnfrsf11a,Tnfsf11_Tnfrsf11a,Tnfsf11 - Tnfrsf11a
Clu,Lrp2,Clu_Lrp2,Clu - Lrp2
Clu,Lrp8,Clu_Lrp8,Clu - Lrp8
Clu,Vldlr,Clu_Vldlr,Clu - Vldlr
Adam2,Itgb7,Adam2_Itgb7,Adam2 - Itgb7
Adam2,Itgb1,Adam2_Itgb1,Adam2 - Itgb1
Adam2,Itga6,Adam2_Itga6,Adam2 - Itga6
Adam2,Cd9,Adam2_Cd9,Adam2 - Cd9
Adam2,Itga9,Adam2_Itga9,Adam2 - Itga9
Fgf17,Fgfr1,Fgf17_Fgfr1,Fgf17 - Fgfr1
Fgf17,Fgfr4,Fgf17_Fgfr4,Fgf17 - Fgfr4
Fgf17,Fgfr2,Fgf17_Fgfr2,Fgf17 - Fgfr2
Fgf17,Fgfr3,Fgf17_Fgfr3,Fgf17 - Fgfr3
Gdnf,Gfra4,Gdnf_Gfra4,Gdnf - Gfra4
Gdnf,Ret,Gdnf_Ret,Gdnf - Ret
Gdnf,Sorl1,Gdnf_Sorl1,Gdnf - Sorl1
Gdnf,Sdc3,Gdnf_Sdc3,Gdnf - Sdc3
Gdnf,Gfra3,Gdnf_Gfra3,Gdnf - Gfra3
Gdnf,Gfra1,Gdnf_Gfra1,Gdnf - Gfra1
Gdnf,Gfra2,Gdnf_Gfra2,Gdnf - Gfra2
Angpt1,Itga5,Angpt1_Itga5,Angpt1 - Itga5
Angpt1,Tek,Angpt1_Tek,Angpt1 - Tek
Col2a1,Itgav,Col2a1_Itgav,Col2a1 - Itgav
Col2a1,Itga2b,Col2a1_Itga2b,Col2a1 - Itga2b
Col2a1,Itga2,Col2a1_Itga2,Col2a1 - Itga2
Col2a1,Itga1,Col2a1_Itga1,Col2a1 - Itga1
Col2a1,Mag,Col2a1_Mag,Col2a1 - Mag
Pla2g10,Pla2r1,Pla2g10_Pla2r1,Pla2g10 - Pla2r1
Ahsg,Insr,Ahsg_Insr,Ahsg - Insr
Hrg,Erbb2,Hrg_Erbb2,Hrg - Erbb2
Hrg,Erbb3,Hrg_Erbb3,Hrg - Erbb3
Adipoq,Adipor1,Adipoq_Adipor1,Adipoq - Adipor1
Adipoq,Adipor2,Adipoq_Adipor2,Adipoq - Adipor2
Prl2a1,Prlr,Prl2a1_Prlr,Prl2a1 - Prlr
Pros1,Tyro3,Pros1_Tyro3,Pros1 - Tyro3
Pros1,Axl,Pros1_Axl,Pros1 - Axl
Pros1,Mertk,Pros1_Mertk,Pros1 - Mertk
Wnt10b,Fzd6,Wnt10b_Fzd6,Wnt10b - Fzd6
Wnt10b,Fzd8,Wnt10b_Fzd8,Wnt10b - Fzd8
Wnt10b,Lrp6,Wnt10b_Lrp6,Wnt10b - Lrp6
Wnt10b,Fzd5,Wnt10b_Fzd5,Wnt10b - Fzd5
Wnt10b,Fzd7,Wnt10b_Fzd7,Wnt10b - Fzd7
Wnt10b,Fzd4,Wnt10b_Fzd4,Wnt10b - Fzd4
Wnt1,Fzd6,Wnt1_Fzd6,Wnt1 - Fzd6
Wnt1,Lrp5,Wnt1_Lrp5,Wnt1 - Lrp5
Wnt1,Fzd1,Wnt1_Fzd1,Wnt1 - Fzd1
Wnt1,Fzd8,Wnt1_Fzd8,Wnt1 - Fzd8
Wnt1,Lrp6,Wnt1_Lrp6,Wnt1 - Lrp6
Wnt1,Fzd5,Wnt1_Fzd5,Wnt1 - Fzd5
Wnt1,Fzd7,Wnt1_Fzd7,Wnt1 - Fzd7
Wnt1,Fzd9,Wnt1_Fzd9,Wnt1 - Fzd9
Wnt1,Fzd10,Wnt1_Fzd10,Wnt1 - Fzd10
Npff,Npffr2,Npff_Npffr2,Npff - Npffr2
Npff,Npffr1,Npff_Npffr1,Npff - Npffr1
Cxcl13,Cxcr3,Cxcl13_Cxcr3,Cxcl13 - Cxcr3
Cxcl13,Ackr4,Cxcl13_Ackr4,Cxcl13 - Ackr4
Cxcl13,Cxcr5,Cxcl13_Cxcr5,Cxcl13 - Cxcr5
Ccl25,Ackr2,Ccl25_Ackr2,Ccl25 - Ackr2
Ccl25,Ackr4,Ccl25_Ackr4,Ccl25 - Ackr4
Ccl25,Ccr9,Ccl25_Ccr9,Ccl25 - Ccr9
Guca2a,Gucy2c,Guca2a_Gucy2c,Guca2a - Gucy2c
Bmp15,Bmpr1b,Bmp15_Bmpr1b,Bmp15 - Bmpr1b
Bmp15,Bmpr2,Bmp15_Bmpr2,Bmp15 - Bmpr2
Bmp15,Bmpr1a,Bmp15_Bmpr1a,Bmp15 - Bmpr1a
Bmp15,Tgfbr1,Bmp15_Tgfbr1,Bmp15 - Tgfbr1
Bmp15,Acvr1c,Bmp15_Acvr1c,Bmp15 - Acvr1c
Bmp15,Acvr1b,Bmp15_Acvr1b,Bmp15 - Acvr1b
Gnb3,Kcnj6,Gnb3_Kcnj6,Gnb3 - Kcnj6
Crisp2,Catsper1,Crisp2_Catsper1,Crisp2 - Catsper1
Ntn3,Dcc,Ntn3_Dcc,Ntn3 - Dcc
Ntn3,Neo1,Ntn3_Neo1,Ntn3 - Neo1
C3,Lrp1,C3_Lrp1,C3 - Lrp1
C3,Itgam,C3_Itgam,C3 - Itgam
C3,Cd46,C3_Cd46,C3 - Cd46
C3,Cd55,C3_Cd55,C3 - Cd55
C3,C3ar1,C3_C3ar1,C3 - C3ar1
C3,Cr2,C3_Cr2,C3 - Cr2
C3,C5ar2,C3_C5ar2,C3 - C5ar2
C3,Cd19,C3_Cd19,C3 - Cd19
C3,Cd81,C3_Cd81,C3 - Cd81
C3,Itgb2,C3_Itgb2,C3 - Itgb2
Tslp,Crlf2,Tslp_Crlf2,Tslp - Crlf2
Tslp,Il7r,Tslp_Il7r,Tslp - Il7r
Apom,Lrp2,Apom_Lrp2,Apom - Lrp2
Ltb,Ltbr,Ltb_Ltbr,Ltb - Ltbr
Ltb,Tnfrsf1a,Ltb_Tnfrsf1a,Ltb - Tnfrsf1a
Ltb,Cd40,Ltb_Cd40,Ltb - Cd40
Tnf,Tnfrsf1a,Tnf_Tnfrsf1a,Tnf - Tnfrsf1a
Tnf,Rhbdf2,Tnf_Rhbdf2,Tnf - Rhbdf2
Tnf,Tnfrsf1b,Tnf_Tnfrsf1b,Tnf - Tnfrsf1b
Tnf,Cd40,Tnf_Cd40,Tnf - Cd40
Lta,Ltbr,Lta_Ltbr,Lta - Ltbr
Lta,Tnfrsf14,Lta_Tnfrsf14,Lta - Tnfrsf14
Lta,Tnfrsf1a,Lta_Tnfrsf1a,Lta - Tnfrsf1a
Lta,Tnfrsf1b,Lta_Tnfrsf1b,Lta - Tnfrsf1b
Hbegf,Egfr,Hbegf_Egfr,Hbegf - Egfr
Hbegf,Erbb2,Hbegf_Erbb2,Hbegf - Erbb2
Hbegf,Cd9,Hbegf_Cd9,Hbegf - Cd9
Hbegf,Erbb3,Hbegf_Erbb3,Hbegf - Erbb3
Hbegf,Erbb4,Hbegf_Erbb4,Hbegf - Erbb4
Scgb1a1,Lrp2,Scgb1a1_Lrp2,Scgb1a1 - Lrp2
Anxa1,Fpr2,Anxa1_Fpr2,Anxa1 - Fpr2
Anxa1,Fpr1,Anxa1_Fpr1,Anxa1 - Fpr1
Anxa1,Dysf,Anxa1_Dysf,Anxa1 - Dysf
Il33,Il1rl1,Il33_Il1rl1,Il33 - Il1rl1
Il33,Il1rap,Il33_Il1rap,Il33 - Il1rap
Il33,Kit,Il33_Kit,Il33 - Kit
Dkk1,Lrp5,Dkk1_Lrp5,Dkk1 - Lrp5
Dkk1,Lrp6,Dkk1_Lrp6,Dkk1 - Lrp6
Dkk1,Kremen2,Dkk1_Kremen2,Dkk1 - Kremen2
Dkk1,Kremen1,Dkk1_Kremen1,Dkk1 - Kremen1
Gal,Gpr151,Gal_Gpr151,Gal - Gpr151
Gal,Galr1,Gal_Galr1,Gal - Galr1
Gal,Galr2,Gal_Galr2,Gal - Galr2
Vegfb,Flt1,Vegfb_Flt1,Vegfb - Flt1
Vegfb,Nrp1,Vegfb_Nrp1,Vegfb - Nrp1
Rbp4,Stra6,Rbp4_Stra6,Rbp4 - Stra6
Slit1,Gpc1,Slit1_Gpc1,Slit1 - Gpc1
Slit1,Robo2,Slit1_Robo2,Slit1 - Robo2
Slit1,Plxna1,Slit1_Plxna1,Slit1 - Plxna1
Slit1,Flrt3,Slit1_Flrt3,Slit1 - Flrt3
Slit1,Robo1,Slit1_Robo1,Slit1 - Robo1
Sema4g,Plxnb2,Sema4g_Plxnb2,Sema4g - Plxnb2
Fgf8,Fgfr1,Fgf8_Fgfr1,Fgf8 - Fgfr1
Fgf8,Fgfr4,Fgf8_Fgfr4,Fgf8 - Fgfr4
Fgf8,Fgfr2,Fgf8_Fgfr2,Fgf8 - Fgfr2
Fgf8,Fgfr3,Fgf8_Fgfr3,Fgf8 - Fgfr3
Fgf8,Fgfrl1,Fgf8_Fgfrl1,Fgf8 - Fgfrl1
Gdf11,Acvr2b,Gdf11_Acvr2b,Gdf11 - Acvr2b
Gdf11,Acvr2a,Gdf11_Acvr2a,Gdf11 - Acvr2a
Gdf11,Tgfbr1,Gdf11_Tgfbr1,Gdf11 - Tgfbr1
Gdf11,Acvr1c,Gdf11_Acvr1c,Gdf11 - Acvr1c
Gdf11,Acvr1b,Gdf11_Acvr1b,Gdf11 - Acvr1b
Il23a,Il23r,Il23a_Il23r,Il23a - Il23r
Il23a,Il12rb1,Il23a_Il12rb1,Il23a - Il12rb1
Inhbc,Acvr2b,Inhbc_Acvr2b,Inhbc - Acvr2b
Inhbc,Acvr2a,Inhbc_Acvr2a,Inhbc - Acvr2a
Hras,Tlr2,Hras_Tlr2,Hras - Tlr2
Hras,Grin2d,Hras_Grin2d,Hras - Grin2d
Hras,Cav1,Hras_Cav1,Hras - Cav1
Hras,Tlr9,Hras_Tlr9,Hras - Tlr9
Podxl,Sell,Podxl_Sell,Podxl - Sell
Nmb,Brs3,Nmb_Brs3,Nmb - Brs3
Nmb,Nmbr,Nmb_Nmbr,Nmb - Nmbr
Il6,Egfr,Il6_Egfr,Il6 - Egfr
Il6,Il6st,Il6_Il6st,Il6 - Il6st
Il6,Il6ra,Il6_Il6ra,Il6 - Il6ra
Il17a,Il17rd,Il17a_Il17rd,Il17a - Il17rd
Il17a,Il17rc,Il17a_Il17rc,Il17a - Il17rc
Il17a,Il17ra,Il17a_Il17ra,Il17a - Il17ra
Ctla4,Cd80,Ctla4_Cd80,Ctla4 - Cd80
Mstn,Acvr2b,Mstn_Acvr2b,Mstn - Acvr2b
Mstn,Acvr2a,Mstn_Acvr2a,Mstn - Acvr2a
Mstn,Tgfbr1,Mstn_Tgfbr1,Mstn - Tgfbr1
Mstn,Acvr1b,Mstn_Acvr1b,Mstn - Acvr1b
Nppc,Npr3,Nppc_Npr3,Nppc - Npr3
Nppc,Npr1,Nppc_Npr1,Nppc - Npr1
Nppc,Npr2,Nppc_Npr2,Nppc - Npr2
Il20,Il20rb,Il20_Il20rb,Il20 - Il20rb
Il20,Il22ra1,Il20_Il22ra1,Il20 - Il22ra1
Il20,Il20ra,Il20_Il20ra,Il20 - Il20ra
Lamc2,Itgb1,Lamc2_Itgb1,Lamc2 - Itgb1
Lamc2,Itga6,Lamc2_Itga6,Lamc2 - Itga6
Lamc2,Itgb4,Lamc2_Itgb4,Lamc2 - Itgb4
Lamc2,Itga3,Lamc2_Itga3,Lamc2 - Itga3
Xcl1,Xcr1,Xcl1_Xcr1,Xcl1 - Xcr1
Angptl1,Tek,Angptl1_Tek,Angptl1 - Tek
Tnfsf4,Traf2,Tnfsf4_Traf2,Tnfsf4 - Traf2
Tnfsf4,Tnfrsf4,Tnfsf4_Tnfrsf4,Tnfsf4 - Tnfrsf4
Cel,Cxcr4,Cel_Cxcr4,Cel - Cxcr4
Hc,C5ar2,Hc_C5ar2,Hc - C5ar2
Hc,C5ar1,Hc_C5ar1,Hc - C5ar1
Il36a,Il1rap,Il36a_Il1rap,Il36a - Il1rap
Il36a,Il1rl2,Il36a_Il1rl2,Il36a - Il1rl2
Il36b,Il1rap,Il36b_Il1rap,Il36b - Il1rap
Il36b,Il1rl2,Il36b_Il1rl2,Il36b - Il1rl2
Il36b,Il36rn,Il36b_Il36rn,Il36b - Il36rn
Fshb,Fshr,Fshb_Fshr,Fshb - Fshr
Lin7c,Abca1,Lin7c_Abca1,Lin7c - Abca1
Lin7c,Htr2c,Lin7c_Htr2c,Lin7c - Htr2c
Mdk,Lrp6,Mdk_Lrp6,Mdk - Lrp6
Mdk,Lrp1,Mdk_Lrp1,Mdk - Lrp1
Mdk,Itgb1,Mdk_Itgb1,Mdk - Itgb1
Mdk,Alk,Mdk_Alk,Mdk - Alk
Mdk,Ptprz1,Mdk_Ptprz1,Mdk - Ptprz1
F2,Itga2b,F2_Itga2b,F2 - Itga2b
F2,Thbd,F2_Thbd,F2 - Thbd
F2,F2rl2,F2_F2rl2,F2 - F2rl2
F2,F2rl1,F2_F2rl1,F2 - F2rl1
Jag1,Notch1,Jag1_Notch1,Jag1 - Notch1
Jag1,Notch3,Jag1_Notch3,Jag1 - Notch3
Jag1,Notch2,Jag1_Notch2,Jag1 - Notch2
Jag1,Notch4,Jag1_Notch4,Jag1 - Notch4
Oxt,Avpr2,Oxt_Avpr2,Oxt - Avpr2
Oxt,Oxtr,Oxt_Oxtr,Oxt - Oxtr
Spint1,St14,Spint1_St14,Spint1 - St14
Bmp2,Acvr2b,Bmp2_Acvr2b,Bmp2 - Acvr2b
Bmp2,Bmpr1b,Bmp2_Bmpr1b,Bmp2 - Bmpr1b
Bmp2,Acvr2a,Bmp2_Acvr2a,Bmp2 - Acvr2a
Bmp2,Bmpr2,Bmp2_Bmpr2,Bmp2 - Bmpr2
Bmp2,Bmpr1a,Bmp2_Bmpr1a,Bmp2 - Bmpr1a
Bmp2,Tgfbr3,Bmp2_Tgfbr3,Bmp2 - Tgfbr3
Bmp2,Acvr1,Bmp2_Acvr1,Bmp2 - Acvr1
Bmp2,Hjv,Bmp2_Hjv,Bmp2 - Hjv
Il1b,Il1rap,Il1b_Il1rap,Il1b - Il1rap
Il1b,Il1r1,Il1b_Il1r1,Il1b - Il1r1
Il1b,Il1r2,Il1b_Il1r2,Il1b - Il1r2
Il1a,Il1rap,Il1a_Il1rap,Il1a - Il1rap
Il1a,Il1r1,Il1a_Il1r1,Il1a - Il1r1
Il1a,Il1r2,Il1a_Il1r2,Il1a - Il1r2
Cst3,Lrp2,Cst3_Lrp2,Cst3 - Lrp2
Angpt4,Tek,Angpt4_Tek,Angpt4 - Tek
Edn3,Ednrb,Edn3_Ednrb,Edn3 - Ednrb
Edn3,Kel,Edn3_Kel,Edn3 - Kel
Edn3,Ednra,Edn3_Ednra,Edn3 - Ednra
a,Mc1r,a_Mc1r,a - Mc1r
a,Atrn,a_Atrn,a - Atrn
Ghrh,Vipr1,Ghrh_Vipr1,Ghrh - Vipr1
Ghrh,Ghrhr,Ghrh_Ghrhr,Ghrh - Ghrhr
Il21,Il2rg,Il21_Il2rg,Il21 - Il2rg
Il21,Il21r,Il21_Il21r,Il21 - Il21r
Il2,Il2ra,Il2_Il2ra,Il2 - Il2ra
Il2,Il2rg,Il2_Il2rg,Il2 - Il2rg
Il2,Il2rb,Il2_Il2rb,Il2 - Il2rb
Il2,Ngfr,Il2_Ngfr,Il2 - Ngfr
Wnt2b,Fzd4,Wnt2b_Fzd4,Wnt2b - Fzd4
Efna1,Epha3,Efna1_Epha3,Efna1 - Epha3
Efna1,Epha4,Efna1_Epha4,Efna1 - Epha4
Efna1,Epha7,Efna1_Epha7,Efna1 - Epha7
Efna1,Epha6,Efna1_Epha6,Efna1 - Epha6
Efna1,Epha10,Efna1_Epha10,Efna1 - Epha10
Efna1,Epha8,Efna1_Epha8,Efna1 - Epha8
Efna1,Epha1,Efna1_Epha1,Efna1 - Epha1
Efna1,Epha2,Efna1_Epha2,Efna1 - Epha2
Efna1,Epha5,Efna1_Epha5,Efna1 - Epha5
Vcam1,Itgb7,Vcam1_Itgb7,Vcam1 - Itgb7
Vcam1,Itgb1,Vcam1_Itgb1,Vcam1 - Itgb1
Vcam1,Itga4,Vcam1_Itga4,Vcam1 - Itga4
Vcam1,Itga9,Vcam1_Itga9,Vcam1 - Itga9
Vcam1,Itgb2,Vcam1_Itgb2,Vcam1 - Itgb2
Sfrp2,Fzd5,Sfrp2_Fzd5,Sfrp2 - Fzd5
Pdgfc,Pdgfra,Pdgfc_Pdgfra,Pdgfc - Pdgfra
Pdgfc,Pdgfrb,Pdgfc_Pdgfrb,Pdgfc - Pdgfrb
Pdgfc,Flt4,Pdgfc_Flt4,Pdgfc - Flt4
Egf,Egfr,Egf_Egfr,Egf - Egfr
Egf,Erbb2,Egf_Erbb2,Egf - Erbb2
Egf,Cd44,Egf_Cd44,Egf - Cd44
Egf,Cav1,Egf_Cav1,Egf - Cav1
Egf,Nrp1,Egf_Nrp1,Egf - Nrp1
Egf,Erbb3,Egf_Erbb3,Egf - Erbb3
Egf,Erbb4,Egf_Erbb4,Egf - Erbb4
Dkk2,Lrp6,Dkk2_Lrp6,Dkk2 - Lrp6
Efna3,Erbb2,Efna3_Erbb2,Efna3 - Erbb2
Efna3,Epha3,Efna3_Epha3,Efna3 - Epha3
Efna3,Epha4,Efna3_Epha4,Efna3 - Epha4
Efna3,Epha7,Efna3_Epha7,Efna3 - Epha7
Efna3,Epha6,Efna3_Epha6,Efna3 - Epha6
Efna3,Ephb1,Efna3_Ephb1,Efna3 - Ephb1
Efna3,Epha10,Efna3_Epha10,Efna3 - Epha10
Efna3,Epha8,Efna3_Epha8,Efna3 - Epha8
Efna3,Epha1,Efna3_Epha1,Efna3 - Epha1
Efna3,Epha2,Efna3_Epha2,Efna3 - Epha2
Efna3,Epha5,Efna3_Epha5,Efna3 - Epha5
Efna4,Epha3,Efna4_Epha3,Efna4 - Epha3
Efna4,Epha4,Efna4_Epha4,Efna4 - Epha4
Efna4,Epha7,Efna4_Epha7,Efna4 - Epha7
Efna4,Epha6,Efna4_Epha6,Efna4 - Epha6
Efna4,Epha10,Efna4_Epha10,Efna4 - Epha10
Efna4,Epha8,Efna4_Epha8,Efna4 - Epha8
Efna4,Epha1,Efna4_Epha1,Efna4 - Epha1
Efna4,Epha2,Efna4_Epha2,Efna4 - Epha2
Efna4,Epha5,Efna4_Epha5,Efna4 - Epha5
Adam15,Itgav,Adam15_Itgav,Adam15 - Itgav
Adam15,Itgb1,Adam15_Itgb1,Adam15 - Itgb1
Adam15,Itga9,Adam15_Itga9,Adam15 - Itga9
Sema4a,Nrp1,Sema4a_Nrp1,Sema4a - Nrp1
Sema4a,Plxnb1,Sema4a_Plxnb1,Sema4a - Plxnb1
Sema4a,Plxnb2,Sema4a_Plxnb2,Sema4a - Plxnb2
Sema4a,Plxnd1,Sema4a_Plxnd1,Sema4a - Plxnd1
Ccn1,Tlr2,Ccn1_Tlr2,Ccn1 - Tlr2
Ccn1,Itgav,Ccn1_Itgav,Ccn1 - Itgav
Ccn1,Itgam,Ccn1_Itgam,Ccn1 - Itgam
Ccn1,Itgb2,Ccn1_Itgb2,Ccn1 - Itgb2
Tnfsf8,Tnfrsf8,Tnfsf8_Tnfrsf8,Tnfsf8 - Tnfrsf8
Tln1,Itgal,Tln1_Itgal,Tln1 - Itgal
Tln1,Itgb1,Tln1_Itgb1,Tln1 - Itgb1
Tln1,Itgb2,Tln1_Itgb2,Tln1 - Itgb2
Col9a2,Mag,Col9a2_Mag,Col9a2 - Mag
Edn2,Ednrb,Edn2_Ednrb,Edn2 - Ednrb
Edn2,Kel,Edn2_Kel,Edn2 - Kel
Edn2,Ednra,Edn2_Ednra,Edn2 - Ednra
Sema3c,Nrp1,Sema3c_Nrp1,Sema3c - Nrp1
Sema3c,Nrp2,Sema3c_Nrp2,Sema3c - Nrp2
Sema3c,Plxna4,Sema3c_Plxna4,Sema3c - Plxna4
Sema3c,Plxnb1,Sema3c_Plxnb1,Sema3c - Plxnb1
Sema3c,Plxnd1,Sema3c_Plxnd1,Sema3c - Plxnd1
Hgf,Itgb1,Hgf_Itgb1,Hgf - Itgb1
Hgf,Cd44,Hgf_Cd44,Hgf - Cd44
Hgf,Sdc2,Hgf_Sdc2,Hgf - Sdc2
Hgf,Nrp1,Hgf_Nrp1,Hgf - Nrp1
Hgf,Nrp2,Hgf_Nrp2,Hgf - Nrp2
Hgf,Plxnb1,Hgf_Plxnb1,Hgf - Plxnb1
Hgf,Met,Hgf_Met,Hgf - Met
Rspo1,Lrp6,Rspo1_Lrp6,Rspo1 - Lrp6
Rspo1,Lgr4,Rspo1_Lgr4,Rspo1 - Lgr4
Rspo1,Lgr6,Rspo1_Lgr6,Rspo1 - Lgr6
Rspo1,Znrf3,Rspo1_Znrf3,Rspo1 - Znrf3
Rspo1,Lgr5,Rspo1_Lgr5,Rspo1 - Lgr5
Sema3a,Nrp1,Sema3a_Nrp1,Sema3a - Nrp1
Sema3a,Nrp2,Sema3a_Nrp2,Sema3a - Nrp2
Sema3a,Plxna4,Sema3a_Plxna4,Sema3a - Plxna4
Sema3a,Plxna2,Sema3a_Plxna2,Sema3a - Plxna2
Sema3a,Plxna1,Sema3a_Plxna1,Sema3a - Plxna1
Uts2,Uts2r,Uts2_Uts2r,Uts2 - Uts2r
Cort,Sstr3,Cort_Sstr3,Cort - Sstr3
Cort,Sstr2,Cort_Sstr2,Cort - Sstr2
Cort,Sstr4,Cort_Sstr4,Cort - Sstr4
Cort,Sstr5,Cort_Sstr5,Cort - Sstr5
Cort,Sstr1,Cort_Sstr1,Cort - Sstr1
Cort,Ghsr,Cort_Ghsr,Cort - Ghsr
Draxin,Dcc,Draxin_Dcc,Draxin - Dcc
Gnb1,Kcnj6,Gnb1_Kcnj6,Gnb1 - Kcnj6
Nmu,Nmur2,Nmu_Nmur2,Nmu - Nmur2
Nmu,Nmur1,Nmu_Nmur1,Nmu - Nmur1
Bmp3,Acvr2b,Bmp3_Acvr2b,Bmp3 - Acvr2b
Bmp3,Acvr2a,Bmp3_Acvr2a,Bmp3 - Acvr2a
Fgf5,Fgfr1,Fgf5_Fgfr1,Fgf5 - Fgfr1
Fgf5,Fgfr4,Fgf5_Fgfr4,Fgf5 - Fgfr4
Fgf5,Fgfr2,Fgf5_Fgfr2,Fgf5 - Fgfr2
Fgf5,Fgfr3,Fgf5_Fgfr3,Fgf5 - Fgfr3
Cxcl5,Ackr1,Cxcl5_Ackr1,Cxcl5 - Ackr1
Cxcl5,Cxcr2,Cxcl5_Cxcr2,Cxcl5 - Cxcr2
Ppbp,Cxcr2,Ppbp_Cxcr2,Ppbp - Cxcr2
Ppbp,Cxcr1,Ppbp_Cxcr1,Ppbp - Cxcr1
Pf4,Fgfr2,Pf4_Fgfr2,Pf4 - Fgfr2
Pf4,Cxcr3,Pf4_Cxcr3,Pf4 - Cxcr3
Pf4,Lrp1,Pf4_Lrp1,Pf4 - Lrp1
Pf4,Ccr1,Pf4_Ccr1,Pf4 - Ccr1
Pf4,Thbd,Pf4_Thbd,Pf4 - Thbd
Pf4,Procr,Pf4_Procr,Pf4 - Procr
Areg,Egfr,Areg_Egfr,Areg - Egfr
Areg,Igf1r,Areg_Igf1r,Areg - Igf1r
Areg,Erbb2,Areg_Erbb2,Areg - Erbb2
Areg,Erbb3,Areg_Erbb3,Areg - Erbb3
Areg,Erbb4,Areg_Erbb4,Areg - Erbb4
Cxcl3,Cxcr3,Cxcl3_Cxcr3,Cxcl3 - Cxcr3
Cxcl3,Cxcr2,Cxcl3_Cxcr2,Cxcl3 - Cxcr2
Cxcl1,Ackr1,Cxcl1_Ackr1,Cxcl1 - Ackr1
Cxcl1,Cxcr2,Cxcl1_Cxcr2,Cxcl1 - Cxcr2
Cxcl1,Cxcr1,Cxcl1_Cxcr1,Cxcl1 - Cxcr1
Il31,Il31ra,Il31_Il31ra,Il31 - Il31ra
Il31,Osmr,Il31_Osmr,Il31 - Osmr
Pla2g1b,Pla2r1,Pla2g1b_Pla2r1,Pla2g1b - Pla2r1
Col1a2,Itgb1,Col1a2_Itgb1,Col1a2 - Itgb1
Col1a2,Cd44,Col1a2_Cd44,Col1a2 - Cd44
Col1a2,Cd93,Col1a2_Cd93,Col1a2 - Cd93
Col1a2,Itga2,Col1a2_Itga2,Col1a2 - Itga2
Gng11,Kcnj6,Gng11_Kcnj6,Gng11 - Kcnj6
Epo,Mpl,Epo_Mpl,Epo - Mpl
Epo,Epor,Epo_Epor,Epo - Epor
Gnb2,Kcnj6,Gnb2_Kcnj6,Gnb2 - Kcnj6
Npy,Npy5r,Npy_Npy5r,Npy - Npy5r
Npy,Npy1r,Npy_Npy1r,Npy - Npy1r
Npy,Dpp4,Npy_Dpp4,Npy - Dpp4
Npy,Npy2r,Npy_Npy2r,Npy - Npy2r
Npy,Npy4r,Npy_Npy4r,Npy - Npy4r
Npy,Npy6r,Npy_Npy6r,Npy - Npy6r
Npy,Fap,Npy_Fap,Npy - Fap
Npvf,Npffr2,Npvf_Npffr2,Npvf - Npffr2
Npvf,Npffr1,Npvf_Npffr1,Npvf - Npffr1
Tgfa,Egfr,Tgfa_Egfr,Tgfa - Egfr
Tgfa,Erbb2,Tgfa_Erbb2,Tgfa - Erbb2
Tgfa,Erbb3,Tgfa_Erbb3,Tgfa - Erbb3
Tgfa,Erbb4,Tgfa_Erbb4,Tgfa - Erbb4
Bmp10,Bmpr1b,Bmp10_Bmpr1b,Bmp10 - Bmpr1b
Bmp10,Bmpr2,Bmp10_Bmpr2,Bmp10 - Bmpr2
Bmp10,Bmpr1a,Bmp10_Bmpr1a,Bmp10 - Bmpr1a
Bmp10,Tgfbr1,Bmp10_Tgfbr1,Bmp10 - Tgfbr1
Bmp10,Eng,Bmp10_Eng,Bmp10 - Eng
Bmp10,Acvr1,Bmp10_Acvr1,Bmp10 - Acvr1
Bmp10,Alk,Bmp10_Alk,Bmp10 - Alk
